row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Peak area,
3549,223.13299813541317,9.540911,,,,156,,,,,,,0,5368.1675,2312.8337,4940.625,43434.688,44776.523,42833.152,19460.969,40705.164,43067.96,49267.63,50406.96,45221.402,159903.55,143218.23,189048.2,
4351,223.13300151821775,10.941024,,,,418,,,,,,,0,0,0,0,94728.2,84854.44,85689.375,80918.32,77060.55,74979.99,115422.73,126034.445,126451.61,243842.36,344699.06,190880.45,
4549,223.13301307929763,11.165778,,,,22,,,,,,,0,0,0,0,105606.93,112619.26,105502.695,100064.86,113043.2,95333.6,130109.516,165838.31,126216.73,190404.75,191242.48,231403.33,
6559,223.16917899723947,12.819474,,,,69,,,,,,,0,1506.2737,0,0,76000.28,51180.188,88347.66,69762.87,63268.895,80709.33,105593.7,104028.875,109209.39,164825.33,101978.62,126662.766,
5698,223.1693324586032,12.245167,,,,,,,,,,,0,0,0,0,98927.96,41637.14,115236.59,121551.82,89507.65,112134.125,128964.164,142950.6,129146.51,53978.03,117234.19,83853.914,
5325,223.16933921448728,11.951594,,,,41,,,,,,,0,0,0,0,95383.64,101230.83,95677.04,99993.234,107047.945,91702.52,142109.88,124030.05,140647.31,172404.62,187683.77,177385.36,
5161,223.16936828337722,11.77921,,,,42,,,,,,,0,0,0,0,84404.15,78886.54,80815.234,126097.09,96716.47,76336.836,109804.016,125856.65,101669.6,174410.19,92239.68,76168.45,
6182,223.20557653957948,12.560252,,,,172,,,,,,,0,0,0,0,46227.29,40394.367,37097.17,54362.562,41534.098,31347.012,58132.36,64968.82,57084.094,225644.31,228990.94,237030.86,
7236,223.20557847872522,13.418258,,,,13,,,,,,,0,0,0,0,38845.395,24067.002,27291.633,23219.025,29982.232,26030.785,55441.48,51794.73,45679.16,58877.48,41663.688,53061.984,
6386,223.20560042465073,12.69265,,,,229,,,,,,,0,94220.805,86028.6,89499.04,22294.357,25057.525,17347.342,0,25192.557,19766.176,79914.64,72599.42,90031.54,178150.48,163194.5,137506.5,
6025,223.2056504509545,12.477333,,,,326,,,,,,,0,0,0,0,73991.98,78781.72,75025.375,74202.914,76674.12,78262.69,91685.89,91183.25,93919.445,58764.156,55362.504,62664.78,
5110,223.20568921174916,11.75152,,,,121,,,,,,,0,98592.58,84592.73,85522.29,0,0,0,0,0,0,4496.8823,8165.66,7880.48,3385.5713,6419.611,2889.5442,
1712,224.09186267040357,6.547144,,,,40,,,,,,,0,0,0,0,61068.793,68910.734,67426.91,56614.22,52301.68,64061.28,81461.22,92703.31,76485.69,40751.113,50754.84,40185.86,
722,224.0918650939734,5.3813972,,,,88,,,,,,,0,0,0,0,33367.73,86021.01,68309.21,36507.297,81409.84,66156.69,85277.28,71277.2,77292.33,11424.219,7141.426,17182.4,
2456,224.1263814149303,7.3819637,,,,,,,,,,,0,161096.17,164293.97,170704.4,87200.71,106729.52,94112.87,82640.24,90400.195,99269.695,106940.805,124549.81,110785.39,6691.5947,33200.51,24086.18,
3264,224.1282380537532,8.871184,,,,,,,,,,,28782.896,14764.21,0,19629.65,34471.223,41813.062,53769.723,48212.375,48995.445,49156.652,61457.453,64997.453,62050.957,95891.65,88388.43,100806.07,
1351,224.1507109327061,6.196126,,,,296,,,,,,,77625.02,0,0,0,753749.5,742698.0,845990.3,841617.44,753508.3,854075.56,1089146.2,1063726.8,1089755.0,2437238.8,2428016.2,2467690.8,
3589,224.16455956191575,9.647814,,,,,,,,,,,0,0,0,0,69595.18,71420.984,71858.625,58966.062,70692.234,69528.836,76892.39,78336.164,71073.875,77923.84,76264.75,88728.8,
5320,224.2008349990645,11.950481,,,,,,,,,,,0,80535.17,81414.47,84861.45,6293.957,5112.7563,0,0,10501.986,0,31078.674,35095.99,35081.07,0,0,2833.2358,
4207,225.1484563067128,10.743534,,,,77,,,,,,,0,0,0,0,86467.45,86767.96,168203.38,97742.4,69270.05,63733.094,94041.63,87571.61,101910.21,251192.86,91586.22,212495.39,
4146,225.1485621158525,10.648469,,,,,,,,,,,0,0,0,0,55540.61,99544.875,51453.97,113904.18,96948.49,85584.98,101005.09,99580.766,125860.05,67178.73,60915.168,56936.832,
3939,225.14858704985235,10.392129,,,,30,,,,,,,0,0,0,0,311392.62,176867.55,174245.11,183398.47,186989.94,173236.66,211735.03,238284.12,214885.61,234238.45,229844.53,214825.23,
3636,225.14859790826424,9.72352,,,,511,,,,,,,0,0,0,0,195641.4,213004.5,194157.95,185697.97,191648.1,199323.28,237793.22,238268.97,216741.47,157749.25,143925.77,172350.95,
3802,225.1486105614382,10.084903,,,,,,,,,,,0,0,0,0,478928.1,293806.8,496605.34,465075.97,533907.94,480846.88,552301.1,577625.75,543720.7,396454.34,368245.66,398943.84,
3728,225.14861454653814,9.937348,,,,409,,,,,,,0,0,0,0,82272.766,63412.574,60786.266,61300.816,68876.83,69214.84,82596.38,99178.78,93308.266,115114.6,96313.7,74006.16,
4315,225.14862319892623,10.87827,,,,,,,,,,,0,0,0,0,61471.53,65728.664,51759.863,51695.21,68408.27,76554.27,73098.61,87192.54,84968.39,109155.36,84517.2,91426.555,
3859,225.14864094330625,10.227035,,,,401,,,,,,,0,0,5188.6304,0,282653.7,286269.7,274569.94,260740.84,290586.1,269860.0,338343.84,351718.66,355580.56,270887.72,390686.88,295393.66,
3829,225.14868067414338,10.137533,,,,,,,,,,,11598.809,18886.523,21648.059,17289.82,302141.9,482276.22,253790.39,317584.9,303905.53,265157.53,311209.44,246987.73,307659.22,175441.92,0,0,
2278,225.14870998886917,7.1586914,,,,,,,,,,,0,27594.312,28417.76,28559.27,2025.6914,0,0,0,1732.843,0,0,1320.9761,1483.3585,6974.7715,2055.3303,10431.95,
4618,225.18498866204814,11.249473,,,,132,,,,,,,0,0,0,0,35874.984,35631.63,34290.316,35403.426,44642.832,37157.977,50187.69,47217.754,52605.402,32094.977,41243.176,40722.223,
7149,225.2212435702528,13.30728,,,,552,,,,,,,0,7016.6963,8691.329,14770.8545,5235.404,7252.2344,0,0,9084.623,2436.0005,27522.826,22851.57,22177.318,85162.516,122533.805,63063.215,
6753,225.22126222894045,12.930286,,,,62,,,,,,,0,96453.375,88089.15,91369.164,28059.182,37928.867,9690.354,11102.511,31972.59,8112.33,170973.77,145877.02,152258.08,480880.34,461389.5,489102.34,
7738,226.15915857687207,15.96115,,,,253,,,,,,,117377.61,105302.97,108313.32,106094.41,93717.11,90529.266,92649.08,93363.87,93142.48,94265.93,91902.97,84807.31,90311.67,95447.28,86425.32,89401.02,
4045,226.1802229661874,10.544954,,,,268,60,[M+NH4]+,,2,4045;4053,208.1464,0,18101.344,15689.985,15321.41,803068.75,777856.2,787000.94,773381.25,799737.2,821920.6,1043145.4,1032120.1,1058037.9,147775.69,144518.69,156089.62,
3299,226.18026103882772,8.999896,,,,358,,,,,,,44923.18,72534.445,70138.41,69603.22,179475.77,192068.92,193066.34,167437.4,234286.39,180165.62,112320.22,104883.93,105459.375,8415.506,8351.903,8743.854,
790,226.18027610241612,5.5093484,,,,219,,,,,,,0,0,0,0,121230.414,112403.48,88375.89,109850.336,85241.57,94017.87,166181.44,139772.06,134964.58,135061.92,156059.19,148156.03,
598,226.18028145972588,5.118262,,,,110,,,,,,,0,0,0,0,96649.945,101892.65,97674.03,86114.086,82865.86,81929.02,63487.49,66886.71,60160.883,27472.068,25579.34,28960.738,
5421,226.21649456593642,12.01526,,,,,,,,,,,0,162663.75,148381.38,184544.02,8083.0303,9926.344,0,0,5964.95,0,32461.748,33159.79,27352.277,20518.56,21330.166,21538.465,
6615,227.127616451799,12.844057,,,,10,,,,,,,0,228256.22,220762.55,215224.44,11756.864,12546.021,0,0,17461.58,0,1909.336,5012.5005,1643.6252,0,0,0,
5835,227.12768761137642,12.341589,,,,105,,,,,,,0,54875.145,57800.72,57633.895,1799.6477,0,0,0,1977.1724,0,0,0,0,0,0,0,
7452,227.127737609092,13.858365,,,,33,,,,,,,0,29266.064,34048.754,33321.9,0,0,0,0,0,0,0,0,0,0,0,0,
1940,227.12787883571596,6.796531,,,,,,,,,,,0,48235.188,44118.965,46886.566,3959.637,6887.8496,0,3025.6382,7946.379,5466.9106,8345.585,1641.9102,3289.143,3145.81,1606.5535,5244.2573,
761,227.17547932672423,5.4699388,,,,179,,,,,,,0,0,0,0,37010.38,47833.117,43527.36,37671.223,48963.617,45855.707,47298.082,45814.797,40641.64,43220.062,43521.875,38067.03,
369,227.17552337601091,3.0255194,,,,493,1,[M+H]+,,2,369;370,226.1683,0,0,0,0,1236618.9,1180053.6,1177989.0,1194698.5,1153919.8,1191794.8,1278130.0,1299750.0,1297807.0,1194109.8,1219136.5,1210217.8,
419,227.17556822259212,4.222281,,,,388,,,,,,,0,0,0,0,46948.406,52955.613,44995.21,40473.14,46656.027,49636.293,53941.277,51448.156,61787.445,29563.555,31396.078,37991.344,
6556,227.20045777690373,12.8157015,,,,69,,,,,,,0,0,0,0,37808.87,42337.35,49484.34,36735.086,45661.848,37056.11,59585.2,52804.68,63809.434,76262.61,61098.87,77830.39,
261,228.1233018973098,1.159431,,,,,,,,,,,0,0,0,0,26802.488,25041.66,32845.375,28357.207,21135.168,26602.455,33875.477,34546.645,28426.965,69485.836,71096.8,55385.285,
427,228.12331255187107,4.317972,,,,293,,,,,,,0,0,0,0,178356.77,185255.38,170794.52,159880.03,191620.47,175583.62,282927.6,287437.25,264480.72,127959.59,146406.69,153400.02,
458,228.15966618339462,4.550682,,,,462,,,,,,,0,0,0,0,57752.207,50902.926,51387.848,38693.883,54662.914,48369.9,84967.875,87608.48,85531.19,123213.055,115293.414,123061.34,
6132,228.23218815686164,12.535633,,,,272,,,,,,,27454.248,403615.34,386430.03,393732.8,135279.3,113373.695,92513.57,87546.664,123702.22,82320.85,221038.11,192407.12,227774.8,103031.93,119648.14,103325.32,
5050,228.26871288644531,11.680023,,,,,,,,,,,0,0,0,0,57916.566,63735.902,433146.28,446527.75,403997.0,433529.88,60695.242,271680.8,58649.016,460209.44,63128.516,70224.36,
4686,228.26875648846683,11.325943,,,,,,,,,,,0,0,0,0,55520.56,170905.88,53116.105,59838.44,54490.234,61738.715,453704.44,186222.4,456549.88,62321.68,198170.0,210120.89,
5177,228.26876177418782,11.789117,,,,,,,,,,,0,0,0,0,418808.72,55312.555,55580.816,54540.754,53347.664,56776.18,53377.68,62658.082,62368.293,61383.297,66700.09,57494.05,
391,229.10483213493728,3.4883554,,,,,,,,,,,0,0,0,0,21458.844,23331.13,24027.629,22913.19,20279.773,25360.86,78879.4,81638.12,75827.555,109112.71,103929.38,115171.36,
1508,229.14118359856207,6.3526955,,,,,,,,,,,0,0,0,0,206881.39,231625.17,128588.66,216774.03,222719.19,135645.08,249760.38,130730.86,230819.89,234636.81,225296.92,242147.2,
407,230.15003276988466,4.0586967,,,,,,,,,,,0,0,0,0,121754.766,123521.625,112056.63,107829.67,116931.664,111507.41,132372.95,136958.33,129356.984,116966.336,117935.945,132432.84,
1467,230.15418110290423,6.3189673,,,,,,,,,,,0,113983.984,112743.164,111119.46,6150.9043,4785.8564,0,0,9135.115,1521.4502,20692.896,20660.895,22317.871,55348.055,66571.49,77639.53,
3906,230.24800818421383,10.340409,,,,,,,,,,,0,329209.8,348687.03,362277.1,0,2143.5952,0,1932.6274,0,0,15048.728,15065.036,12642.071,4978.755,5114.945,5541.6665,
4372,230.24804951546628,10.959146,,,,,,,,,,,2557.2795,0,0,0,345130.22,319580.03,356971.75,335895.16,328384.06,336534.22,319277.97,311948.53,341930.53,310909.7,308465.25,306544.1,
229,231.08411635290895,1.0368798,,,,44,,,,,,,0,0,0,0,111358.445,269765.97,138800.16,98112.41,166995.73,231036.64,148271.77,161573.6,272133.3,147788.77,96656.28,144588.31,
148,231.084192395651,0.80797046,,,,,,,,,,,0,0,0,0,79043.83,134183.81,81790.805,79016.45,81931.93,72084.375,182629.22,178858.16,176409.33,95490.82,99333.52,163713.73,
613,231.11291734148122,5.1508336,,,,527,,,,,,,0,110209.18,109767.516,107014.7,40387.387,57655.516,38016.8,29122.812,136421.47,29850.453,144185.61,188557.86,159130.56,264535.34,292748.7,354849.0,
452,231.1130009595573,4.513028,,,,96,,,,,,,0,0,0,0,178769.58,157951.31,158822.84,171132.47,187261.1,174291.69,185586.45,174806.27,200884.39,171914.39,156590.16,150510.55,
6350,231.12263747172693,12.667122,,,,205,,,,,,,0,57395.336,57969.426,58495.78,0,0,0,0,2090.9001,0,0,0,0,0,0,0,
264,232.11820698905424,1.170367,,,,,,,,,,,0,0,0,0,23870.99,28037.059,27103.719,24206.832,24609.396,25408.71,38038.23,49695.1,66519.94,59292.99,58892.73,70247.23,
1016,232.1545171439295,5.830559,,,,374,,,,,,,0,0,0,0,82993.7,75426.33,72749.43,62424.87,83633.59,73471.54,139298.72,132772.4,130315.39,131480.36,143471.03,143574.67,
2248,232.16976956856558,7.146791,,,,,,,,,,,0,32315.057,46746.93,50189.29,2602.2405,1857.5413,0,0,1669.6603,0,6240.004,3334.3184,3753.5984,13682.593,10614.222,22183.361,
632,232.1697832296683,5.1788335,,,,,,,,,,,0,165708.98,157858.02,152018.88,30263.33,29391.195,23065.734,23839.09,30982.291,24576.582,114827.98,208148.95,122062.21,283908.8,195070.84,254199.83,
3385,232.2061200552303,9.17703,,,,,,,,,,,0,1273271.4,1269159.5,1398302.0,101565.445,107137.766,0,0,102554.28,0,439833.5,428491.94,432264.72,1469563.9,1270348.6,1406460.1,
755,233.0921299568812,5.467008,,,,179,,,,,,,0,0,0,0,94500.0,101266.34,100747.18,119474.24,86693.44,108642.234,111676.664,114948.12,115042.78,112130.47,104472.97,126252.36,
4088,233.11741643160917,10.596137,,,,,,,,,,,0,0,2391.8032,3114.5503,26882.418,16152.713,30431.068,32708.906,37204.406,13627.392,53550.508,37084.32,49146.51,169127.83,218744.62,176153.1,
6174,233.1899599458566,12.559222,,,,172,,,,,,,0,3284.5403,1609.145,3984.209,38111.902,25547.855,33631.21,28782.16,75398.76,31068.797,95224.85,40427.586,115786.33,362382.12,353591.4,336602.62,
1670,234.14903137935576,6.5113797,,,,,,,,,,,0,0,23440.81,0,10536.746,4245.5537,5670.833,12591.177,21951.113,12181.392,40687.08,52383.496,45048.03,345081.9,288235.38,351263.94,
677,234.1490361091147,5.310594,,,,,,,,,,,0,0,0,0,68445.93,70535.81,66777.16,54823.098,157814.06,65239.4,74494.42,344593.97,89004.35,84163.72,88108.5,79689.31,
472,234.14906282352746,4.6568193,,,,,,,,,,,0,319168.28,310709.9,323016.28,59129.406,68225.5,0,31169.996,405649.38,31119.73,381902.56,430010.94,438019.9,559920.25,397961.84,400774.62,
2344,234.185434914071,7.2499194,,,,,,,,,,,0,43795.54,32683.172,34179.14,0,2591.875,0,0,1957.6982,0,4980.564,11990.74,14703.294,30023.049,34555.92,32453.775,
2566,234.20653238443853,7.5453486,,,,,,,,,,,0,2559233.5,2525448.8,2566042.5,0,0,0,0,0,0,0,0,0,0,0,0,
3975,234.22177361913265,10.448044,,,,,,,,,,,0,514128.88,486408.1,495411.53,26703.248,22193.164,2486.9272,2189.4924,22804.441,2748.1897,139406.44,155578.31,142700.33,409225.47,410409.7,390118.62,
3796,234.2217961440399,10.076564,,,,,,,,,,,0,147067.94,145444.19,145669.16,4979.325,2889.022,0,0,3577.8394,0,31181.494,15792.885,27564.492,146766.12,141320.19,155207.92,
2408,235.0867243855256,7.338467,,,,306,,,,,,,0,0,0,0,222641.78,221155.02,223723.84,227165.02,231262.06,215991.02,239489.7,230932.67,244801.25,150201.08,133556.42,140954.53,
471,235.10783172907816,4.637946,,,,,,,,,,,0,12054.696,11045.765,11553.898,144881.44,156843.92,158612.5,133000.84,149260.0,136137.84,178995.03,162081.39,185191.3,21602.023,20968.543,28792.023,
421,235.107869478201,4.2459536,,,,,,,,,,,0,9805.1,5973.499,9783.193,193993.81,184646.17,190161.44,203214.86,193277.12,175794.48,218745.61,235772.94,222700.8,20862.082,19912.777,21138.553,
3603,235.1329731479323,9.665368,,,,355,,,,,,,0,0,0,0,107460.86,76531.0,84484.3,92083.836,80134.836,86071.984,150922.12,103680.94,105795.92,77598.55,100775.92,80088.734,
3449,235.13299036558365,9.328027,,,,338,,,,,,,0,0,0,0,264865.3,342162.4,360302.34,371615.34,145507.14,108872.77,195658.9,436172.47,405743.22,203274.16,172575.62,187692.53,
713,235.14424117084351,5.362402,,,,88,,,,,,,0,0,0,0,120715.63,175252.89,155856.78,67162.73,178835.98,151872.77,185406.53,199328.94,159403.8,83168.94,199704.83,185594.55,
5527,235.16927986962668,12.106868,,,,,,,,,,,0,70558.84,45979.8,42900.434,57080.055,50615.305,48037.273,65458.453,60283.11,38755.95,76729.55,77415.336,82123.55,237925.69,243230.89,338145.84,
5360,235.16929678284546,11.975817,,,,128,,,,,,,117242.63,150532.97,124300.445,147360.14,378738.7,209187.66,163389.58,344977.9,188228.23,298862.06,188148.25,169121.2,160395.94,222764.23,201776.45,181332.16,
5065,235.16933650478344,11.682634,,,,159,,,,,,,0,12102.107,2334.7856,5711.794,461250.6,424310.0,407134.66,410940.6,418144.66,449664.25,527800.56,454238.5,516571.22,582629.5,534829.25,562081.5,
4016,235.16936064514584,10.525065,,,,,,,,,,,0,1952.6289,2171.5166,0,140067.98,36865.0,136253.72,46501.03,59038.61,52680.773,49129.15,56922.316,38863.055,48524.043,31370.404,22135.59,
5241,235.16940789355172,11.878502,,,,147,,,,,,,2908.7075,15010.306,7116.7134,9952.089,86722.96,106707.74,89620.72,110798.93,84029.414,90265.234,162684.23,121788.93,162451.69,128456.68,126410.61,207304.55,
4710,235.1694574134433,11.344218,,,,,,,,,,,0,5096.5425,2232.9058,0,71968.1,138909.33,162262.02,389416.97,170051.9,334512.34,210899.03,289920.16,196456.5,202930.47,305505.03,278964.47,
6932,235.20557430578555,13.080743,,,,,,,,,,,4139.1035,31374.164,23732.344,25249.303,20239.299,25686.012,11243.086,6179.582,20996.58,18683.865,45977.83,46905.99,31178.883,77940.63,63439.855,67321.81,
6112,235.20560130821434,12.528575,,,,305,,,,,,,2320.8672,74303.33,80842.43,75201.02,114890.53,88466.99,32094.941,60054.766,97957.93,34135.973,162546.47,162807.11,120213.66,331438.06,352764.3,362856.8,
7057,235.2056226341136,13.173568,,,,390,,,,,,,0,29923.494,31506.92,34339.848,26510.451,26705.287,11555.533,18533.918,23484.582,11783.676,60785.02,37421.83,71413.664,243267.06,140876.81,175557.5,
6761,235.2056381716359,12.932868,,,,62,,,,,,,0,105692.836,89721.36,128535.42,24961.98,94544.7,23524.176,25465.541,40354.258,27285.969,226101.34,210830.12,260507.66,360458.1,438228.78,482115.78,
7176,235.20563970460515,13.322717,,,,151,,,,,,,0,17639.262,13508.116,15371.154,18232.723,20325.848,0,9302.501,21741.25,6343.419,51118.82,51249.89,45023.598,148692.11,91504.09,97453.43,
4911,235.20567916241305,11.565478,,,,129,,,,,,,0,49128.914,118681.89,48474.18,16542.209,20314.812,13400.946,10201.862,19161.936,5824.4053,32446.314,79674.28,29596.582,103113.49,97323.12,125027.55,
5862,235.20569373732297,12.35299,,,,,,,,,,,2702.1946,132682.34,60961.293,99910.85,33639.676,36339.242,34411.27,35336.805,34906.996,33962.72,175169.52,167985.11,195044.0,136298.83,150472.9,133430.81,
888,236.12830453687351,5.666538,,,,,,,,,,,0,0,0,0,205989.9,138031.48,148412.08,196716.7,129574.11,78585.99,238160.42,155260.9,147714.25,63825.02,183450.67,248221.34,
1070,236.12832064855886,5.9190707,,,,,,,,,,,0,0,0,0,36577.32,36355.29,41791.74,42688.953,33994.016,39591.598,51356.45,46509.188,36508.047,322369.84,124599.8,95731.05,
676,236.12832623118865,5.2974353,,,,45,,,,,,,0,0,0,0,103500.484,39785.54,97210.15,83576.7,195538.1,83418.82,83585.53,61206.62,82644.79,219519.5,298265.1,83105.73,
42,236.149413966687,0.7783493,,,,276,,,,,,,0,7919.0405,8084.5215,8512.056,151177.03,164755.45,123295.42,112998.52,231420.16,151047.28,217758.25,241068.77,272144.94,262815.8,288467.84,318118.72,
190,236.14947683658656,0.9655103,,,,,,,,,,,0,0,0,0,50025.4,32553.137,19449.715,72612.79,29612.658,27564.027,42585.28,42800.81,0,158571.22,116189.734,34487.72,
1219,236.16465538939255,6.0875278,,,,,,,,,,,0,187005.5,177735.53,209836.53,15836.512,19312.84,11725.258,7852.197,21971.336,17544.506,66477.76,61421.016,107285.77,137321.8,126059.5,126474.02,
568,236.16465860486505,5.0075545,,,,55,,,,,,,0,0,0,0,81807.73,62930.11,84533.914,58345.324,128672.22,79234.336,48707.812,50634.59,47606.09,29429.914,28899.588,34451.254,
917,236.1646661754687,5.7084904,,,,136,,,,,,,0,0,0,0,355327.97,418717.62,386743.22,365243.47,382488.2,356892.44,430353.53,431710.97,395966.84,377062.0,385908.34,420333.0,
1080,236.16467059890547,5.9164524,,,,292,,,,,,,0,161840.12,164789.12,143454.73,33179.816,37240.637,15996.401,31636.14,33518.89,12397.121,53253.523,59540.86,49190.816,131761.66,130159.15,103790.38,
2037,236.16467593667784,6.9431176,,,,,,,,,,,0,89098.375,92959.625,35444.465,14335.196,11493.457,1589.1515,0,10634.944,0,48946.81,41747.773,51626.758,435410.84,184429.48,306706.66,
644,236.16467890506712,5.2228575,,,,149,,,,,,,0,0,0,0,72906.75,79509.73,41523.18,41758.758,63507.33,82675.12,92046.45,86851.36,71364.625,80328.26,61178.45,86782.25,
3198,237.1101410014218,8.705161,,,,164,,,,,,,0,0,0,0,131575.98,138617.4,195333.48,175503.14,170546.02,153041.03,202390.45,163021.75,189441.48,184237.89,132676.23,154163.17,
2671,237.11030922270237,7.726211,,,,213,,,,,,,0,139911.9,134913.27,140188.56,47383.906,49754.09,41652.64,48421.16,45702.445,34308.484,97392.625,108741.87,138689.06,218467.2,221846.05,235393.5,
2848,237.11080103863267,8.017241,,,,,,,,,,,0,124691.016,108521.375,106604.53,36437.04,30142.771,19399.28,29471.594,28025.502,28937.148,47914.023,61876.55,46814.67,105403.97,112837.79,118106.16,
3109,237.11225043904733,8.50077,,,,,,,,,,,0,0,0,0,137257.45,162190.28,134581.73,124929.35,157315.34,139689.77,175350.22,212081.52,179714.27,186673.98,173850.19,162415.66,
831,237.12315723675397,5.580305,,,,,,,,,,,0,0,0,0,31181.705,33547.21,33903.426,25380.713,28466.8,39380.22,50608.184,49493.99,41383.97,46042.984,54386.54,53596.066,
524,237.12337277591197,4.8944936,,,,,,,,,,,0,0,0,0,83120.36,33056.28,32035.719,34105.156,39865.613,41115.375,125234.35,118646.73,110796.2,150359.22,150765.08,125658.914,
438,237.12340919340247,4.44273,,,,,,,,,,,0,0,0,0,27168.785,24848.908,23282.646,23980.04,23876.809,26690.957,40042.906,38922.633,35748.656,81052.11,71512.33,60585.52,
4929,237.14856724854408,11.585307,,,,129,,,,,,,0,0,0,0,143167.34,146113.72,124577.5,136779.05,127800.71,119715.33,203130.38,203471.56,180689.36,276087.25,250744.94,218718.47,
3081,237.1486334543262,8.414836,,,,,,,,,,,0,35554.027,33688.145,35458.04,86875.805,92932.414,84241.2,97540.305,89481.28,88575.195,81794.73,71165.41,79879.89,30310.57,24975.291,49310.332,
2775,237.14866506644765,7.910869,,,,66,45,[M-H2O+2H]2+,,2,2777;2775,490.2932,0,26309.572,24046.771,19484.707,43210.445,52104.656,50664.656,50424.176,40612.832,48213.344,51078.49,56771.21,41160.684,26107.34,24204.69,22677.357,
4755,237.14867236744712,11.394192,,,,59,,,,,,,0,0,0,0,121202.836,188244.33,80651.4,151255.7,129062.875,107151.86,152628.89,184733.11,290290.25,512738.97,444217.28,319463.03,
4209,237.18480687989907,10.745997,,,,77,,,,,,,0,0,0,0,170046.45,144803.42,135091.4,125652.68,135171.34,158115.78,141544.8,156796.8,145095.52,124733.92,108284.56,115857.48,
6356,237.1848876830882,12.667217,,,,,,,,,,,0,0,0,0,194760.52,182973.02,190202.86,202485.12,187353.45,199843.67,248676.78,251812.0,265851.28,200417.94,224711.47,219872.67,
5561,237.18495757063886,12.13016,,,,,,,,,,,0,0,0,0,119477.04,123783.4,135381.77,126653.22,143736.8,118120.42,158942.12,120647.914,164654.14,174958.16,108722.0,108307.42,
5712,237.18495980068877,12.272544,,,,1,,,,,,,0,0,0,1360.2573,90252.67,96979.03,80838.23,75510.62,73244.87,75326.09,125766.82,97924.83,97374.66,150342.22,138082.5,173745.12,
7005,237.2212184901551,13.130845,,,,84,,,,,,,0,27992.867,26439.05,23522.648,12436.095,11892.792,5199.1694,5218.412,12462.522,8392.087,43195.16,35144.926,49255.383,164383.17,156736.25,113315.125,
6506,237.22123683483548,12.783911,,,,438,,,,,,,0,200686.14,193813.88,186827.19,213971.89,229604.89,145874.03,144548.62,204239.31,95702.2,449569.22,409277.12,373037.28,1122995.0,1146713.8,1280327.8,
6866,237.22124123844196,13.015059,,,,12,,,,,,,0,22803.178,30485.379,36904.926,24758.148,19441.676,12140.435,15558.918,25713.41,13759.912,59051.066,96205.27,67745.4,186429.89,179391.11,149810.33,
5128,237.22132786269597,11.745084,,,,121,,,,,,,0,472179.8,435125.4,444010.97,21382.854,14927.96,5068.2334,6595.8506,22567.797,7464.1133,50786.992,46892.715,55856.164,3905.213,8632.897,13451.428,
4743,237.22137385313076,11.386387,,,,118,,,,,,,0,145090.94,137129.58,134547.53,0,1892.7802,0,0,2303.126,0,10798.125,12561.535,9367.679,0,0,0,
4483,237.22138467390408,11.088853,,,,,,,,,,,0,173151.11,149709.78,130628.34,0,7141.536,0,0,7122.1895,2049.3105,16773.852,20917.254,21691.441,0,0,0,
3216,238.14382356618697,8.7554655,,,,26,,,,,,,0,0,0,0,98010.414,98958.05,102155.66,100854.95,104661.35,117661.93,335328.0,316136.78,321082.4,74182.08,62991.34,83358.445,
2646,238.1663357973729,7.6871996,,,,294,,,,,,,0,0,0,0,0,0,1844.2678,0,0,0,8622.396,10773.121,7704.0566,982182.44,1019767.06,1051274.0,
672,238.18029887672785,5.2916355,,,,,,,,,,,0,0,0,0,28755.127,38192.156,0,36217.098,38937.15,38591.746,220344.14,194814.28,222823.42,54371.766,281215.16,235849.9,
6050,238.21650942649808,12.497471,,,,,,,,,,,0,450491.84,436070.44,456384.97,52475.652,54145.63,0,0,55182.652,0,186654.53,191519.92,189178.5,12245.278,16551.879,19965.95,
