row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Peak area,
1332,215.12546607286745,4.9419065,,,,,,,,,,,0,0,0,0,61907.45,71702.82,66907.48,54776.676,68230.02,60478.535,66353.14,75703.29,75582.46,94275.13,91022.055,81140.33,
13,215.99372217390842,0.67303807,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,628210.8,645884.25,534782.1,
683,216.12304503929437,2.5584412,,,,,,,,,,,0,0,0,0,0,0,0,0,0,37375.48,43034.973,41005.285,43036.664,37445.766,37134.062,42440.785,
142,217.0685064397508,0.806648,,,,,,,,,,,0,0,0,0,0,148710.8,231845.83,0,154436.31,0,311713.88,346011.7,391681.6,0,301483.3,352804.6,
318,217.0685237091875,1.0088414,,,,,,,,,,,0,0,0,0,0,28071.596,73685.91,53514.45,55104.227,0,68629.29,34812.676,0,0,0,42179.21,
597,217.10516314018145,1.6356047,,,,,,,,,,,65748.695,0,0,0,397358.75,740392.3,455784.16,467882.47,420465.28,570734.25,502714.34,764899.94,637682.06,571182.56,615501.25,1038445.25,
37981,217.19511260085233,12.931742,,,,,,,,,,,0,45660.12,61575.6,55131.703,0,0,22718.297,0,0,0,92519.195,53744.53,127045.08,248440.33,263597.4,305046.25,
36628,217.19511626087657,12.528874,,,,,,,,,,,0,43442.57,44461.273,48746.152,0,0,43972.96,0,48785.812,30690.021,77589.086,91605.64,69576.94,236763.42,153318.94,229576.77,
38852,217.1952591050263,13.334738,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,22430.42,28468.006,83134.6,94760.43,62502.074,
24008,218.1903455949096,9.041835,,,,,,,,,,,0,0,0,127295.82,0,0,0,0,0,0,0,23762.559,40947.996,124562.305,102058.62,84094.6,
19606,218.1903881303189,8.274186,,,,,,,,,,,0,686382.3,808046.44,814879.0,0,0,37680.582,0,51159.47,33525.062,231182.16,210027.05,267618.28,882799.25,670498.06,770661.4,
12971,218.21182707852404,7.2902994,,,,,,,,,,,0,0,168173.06,176045.75,0,0,0,0,0,0,0,0,0,0,0,0,
24,218.9835783213639,0.6819499,,,,,,,,,,,0,0,0,0,0,0,696825.8,0,0,0,0,644368.5,0,0,0,572324.5,
9428,219.0655366473095,6.7762966,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,42276.86,36703.523,0,0,0,0,
9442,219.0763485902436,6.777444,,,,,,,,,,,0,0,0,0,38991.496,0,44524.617,41024.688,42306.316,0,65256.02,69733.66,66775.336,66745.35,68013.96,62919.996,
14381,219.10146242336114,7.4898376,,,,,,,,,,,0,0,0,0,0,0,194997.0,102910.92,0,232317.62,0,0,0,0,0,0,
24001,219.10147033568558,9.039658,,,,,,,,,,,0,0,0,0,164767.45,81562.34,115659.55,75924.76,261738.23,76151.77,155135.8,117740.44,216727.25,315491.9,331214.3,274297.38,
21260,219.1016576960374,8.5324335,,,,,,,,,,,0,143151.62,208508.72,169264.14,0,107690.23,0,0,0,149137.83,237794.34,211710.16,182490.08,306290.12,298572.56,231981.5,
5985,219.11267970202888,6.1858172,,,,,,,,,,,0,0,0,0,79742.89,69446.08,87658.53,73825.805,73479.45,94941.86,116250.98,128814.21,137697.38,135932.77,119491.484,107661.3,
33760,219.13800598865,11.586225,,,,,,,,,,,0,0,0,0,110450.914,94674.29,102558.75,97867.94,107933.54,57761.027,158378.92,73604.49,0,110441.02,87465.33,180351.25,
31924,219.1380176424012,11.064758,,,,,,,,,,,0,0,0,0,117514.305,179521.08,115650.086,92208.4,92453.36,106988.86,145860.14,144465.44,121522.27,137525.16,140725.55,114622.59,
671,219.1494905837052,2.2657535,,,,,,,,,,,0,79548.46,74124.87,77799.02,0,0,0,0,0,0,0,0,0,89213.29,86560.91,92821.97,
36187,219.1745403910051,12.379618,,,,,,,,,,,0,0,0,0,72422.66,0,41994.34,71168.68,0,66257.01,64737.727,64344.24,104697.1,0,0,0,
35677,219.17455337821505,12.217784,,,,,,,,,,,67440.23,48293.797,59337.203,54214.586,107003.58,127326.164,137043.17,97390.83,143449.11,87229.63,101778.664,144138.89,144389.23,109810.53,96111.086,154302.39,
24084,219.17457703594795,9.059909,,,,,,,,,,,79340.414,81366.88,85646.8,81397.62,57563.508,65720.016,58611.027,53415.785,38963.586,67895.32,57345.2,57947.477,64962.297,57344.598,51049.598,47196.723,
34843,219.17458880183696,11.931195,,,,,,,,,,,0,0,0,0,84557.13,150050.55,90112.13,82428.945,78278.766,131802.05,124715.73,83043.83,127301.38,72941.09,82038.41,93673.38,
29434,219.1746105557843,10.460987,,,,,,,,,,,39299.32,46081.984,40276.64,37237.145,46892.285,57597.543,47574.383,42742.5,48344.508,44076.062,47473.504,53034.76,44805.54,36711.43,45809.1,41162.336,
34347,219.2107459119447,11.744664,,,,,,,,,,,0,168559.8,169742.14,189762.11,0,0,0,0,0,0,15973.506,18389.797,19836.133,0,0,0,
32047,219.2106263154263,11.098179,,,,,,,,,,,0,61491.316,0,48217.402,0,0,0,0,0,0,0,0,0,0,0,0,
37445,219.21066298408059,12.7792225,,,,,,,,,,,0,103330.016,74294.945,101228.84,31056.344,42288.812,90941.266,36302.008,62987.688,59558.227,222482.14,222571.69,227686.48,579738.3,671299.1,763527.9,
1355,220.08329094919304,4.9467883,,,,,,,,,,,0,0,0,0,30336.348,0,0,0,0,38602.42,44390.93,0,45220.047,0,31674.54,0,
601,220.1331760811746,1.6722524,,,,,,,,,,,0,0,0,0,0,0,0,152383.7,143883.33,0,0,0,0,0,0,0,
632,220.1332334224629,1.988584,,,,,,,,,,,0,1655767.1,1636331.1,1679708.4,0,0,174890.89,0,177002.14,339687.62,448807.5,445417.66,455448.3,1041323.2,1056154.4,1140552.2,
2237,220.13327269887824,5.3387084,,,,,,,,,,,0,20378.953,0,22698.857,0,0,26574.744,33617.06,38457.24,44528.863,284977.25,59684.594,140706.97,400828.53,253278.31,236298.73,
447,220.13328335654427,1.1638315,,,,,,,,,,,0,0,21066.05,21998.969,0,0,0,0,0,0,0,0,0,0,0,0,
4783,220.13331228908473,5.9635353,,,,,,,,,,,0,36458.61,37614.68,36995.508,0,0,0,0,0,0,0,0,0,47081.098,50818.504,22017.977,
25261,220.20593864113118,9.347749,,,,,,,,,,,0,156649.16,145144.2,157522.28,0,0,0,0,0,0,54116.61,53520.504,45399.457,132777.73,144004.89,138532.61,
29390,220.20595242990748,10.452818,,,,,,,,,,,0,74409.77,80661.73,0,0,0,0,0,0,0,0,0,0,24530.996,50118.016,59192.85,
26806,220.20596881267423,9.7326145,,,,,,,,,,,0,504215.47,510223.44,551826.56,0,0,28125.854,0,0,39188.684,146324.1,159488.52,141692.5,359766.53,371359.2,382882.8,
26087,220.20601291858617,9.532035,,,,,,,,,,,0,173745.0,172349.77,140587.25,0,0,0,0,0,0,47262.08,62535.97,55292.42,158784.11,135976.95,156578.11,
845,221.09199139395088,4.3163004,,,,,,,,,,,0,0,0,0,35712.35,40379.74,37694.055,39746.49,39080.46,42560.57,38405.098,40527.246,43012.87,0,34546.703,33906.133,
608,221.09230824706796,1.7545351,,,,,,,,,,,0,0,0,0,38578.383,38913.434,0,48924.656,32940.414,48223.08,37930.9,41900.953,35228.902,0,0,0,
22991,221.1173898874896,8.828114,,,,,,,,,,,0,0,0,0,216485.47,167238.12,98500.58,93542.63,192951.1,179836.69,239508.62,194438.1,215448.08,135914.05,0,157100.78,
11352,221.11740517838,7.0474334,,,,,,,,,,,0,0,0,0,61673.25,129629.47,0,137101.3,71255.39,77080.93,0,0,0,0,0,0,
21245,221.1174056976632,8.529183,,,,,,,,,,,0,0,0,0,318609.88,222240.66,289811.28,223401.6,214876.72,140752.4,200512.23,293006.6,200066.62,197071.36,260934.67,269252.06,
17691,221.11741782287882,7.9803977,,,,,,,,,,,0,0,0,0,95016.49,124273.19,251862.06,96926.08,126652.19,140591.55,127602.37,166333.23,114041.09,214796.67,184395.28,162310.27,
720,221.1288261317625,3.1406415,,,,,,,,,,,0,0,0,0,101725.586,113081.89,129398.016,124891.58,134666.67,118263.11,145776.17,142104.81,138652.69,138291.33,110800.69,111445.195,
33492,221.1535755458614,11.504272,,,,,,,,,,,0,0,0,0,129601.62,112680.945,120641.66,158464.28,150410.12,139009.36,171780.19,135049.89,194243.05,214176.78,172092.58,167477.48,
31839,221.15357601990945,11.044902,,,,,,,,,,,0,81130.11,78603.484,80064.22,56262.562,61702.84,52657.258,43347.22,58487.152,61036.74,79245.586,153174.8,144833.36,110577.39,71977.94,76886.84,
32883,221.1535926523211,11.250604,,,,,,,,,,,0,0,0,0,490260.5,263769.88,183449.39,258655.23,414916.94,323700.16,653963.25,479355.38,253469.05,274909.72,304024.62,329028.34,
29080,221.15358441518228,10.387301,,,,,,,,,,,0,0,0,0,32533.635,38707.93,82877.7,31399.994,46941.453,46436.91,153308.48,52803.844,55598.86,93538.67,130191.016,180618.73,
31152,221.1535995060617,10.860321,,,,,,,,,,,0,0,0,0,126113.96,111342.77,173442.11,170017.52,101757.23,65467.805,115677.04,135012.64,58787.004,134050.31,162325.38,99012.99,
20934,222.07627327720172,8.477056,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101672.66,111497.945,109604.58,
5022,222.11274306527457,6.013908,,,,,,,,,,,0,0,0,0,80415.05,48105.98,103980.336,52220.633,83251.63,57086.285,40233.41,80736.39,101934.72,45749.598,93011.11,36739.516,
740,222.11279240179442,3.457589,,,,,,,,,,,0,0,0,0,141612.11,153586.1,151437.0,155803.67,156168.12,154467.34,160590.75,156316.83,164523.36,134216.1,130799.99,135306.75,
1223,222.1128177015197,4.85082,,,,,,,,,,,0,0,0,0,80941.266,73491.56,130743.98,135950.27,153323.75,145488.55,164818.34,180644.0,190092.42,151268.19,149232.64,156673.05,
1665,222.11282278431324,5.1060953,,,,,,,,,,,0,0,0,0,70483.02,59132.715,48146.11,87492.625,68799.766,38522.996,60595.79,65742.92,64951.137,69225.95,62796.633,63867.64,
811,222.1128367496333,4.212045,,,,,,,,,,,0,0,0,0,0,65282.258,0,0,0,0,71213.07,73678.22,78350.25,53390.64,0,0,
862,222.11283783018627,4.358491,,,,,,,,,,,0,0,0,0,0,0,95617.61,0,0,95862.28,42461.848,48915.516,0,0,0,0,
26520,222.14887614932968,9.652811,,,,,,,,,,,0,55741.555,65934.84,64201.105,0,0,0,0,0,0,21183.13,20052.713,0,71897.08,84911.4,77200.01,
15532,222.14905469264096,7.6541824,,,,,,,,,,,0,38154.555,0,33656.074,0,0,0,0,0,0,0,0,0,0,0,0,
4493,222.1490686220171,5.9019012,,,,,,,,,,,0,52104.406,52823.02,50755.28,0,0,0,0,0,0,0,14907.043,0,71072.25,43913.25,33735.926,
5473,222.1491117310346,6.1091676,,,,,,,,,,,0,57375.21,55407.855,60212.656,0,0,0,0,0,14781.649,58610.254,46522.566,106182.47,100371.99,92554.04,140953.12,
29034,222.14911411259493,10.3786545,,,,,,,,,,,0,0,0,0,43370.914,41552.71,47875.684,47724.047,38176.92,0,51628.977,45243.145,40885.914,0,0,0,
1837,222.149140122636,5.170341,,,,,,,,,,,0,40120.36,33077.152,35271.81,0,0,0,0,0,0,35153.54,0,0,50698.082,0,50998.812,
3493,222.14916047661225,5.677473,,,,,,,,,,,0,163489.22,135166.28,131325.0,0,40574.81,37303.25,0,0,47831.582,93564.2,78713.98,43309.867,32601.94,99651.45,112260.68,
2299,222.14916463029553,5.3540683,,,,,,,,,,,0,43930.26,42358.367,42567.33,73668.26,121150.83,79062.4,87438.02,68620.45,166427.75,101270.266,187879.23,149876.05,89691.09,148822.69,99489.266,
1077,222.1492049693336,4.714786,,,,,,,,,,,0,49735.48,75839.68,46621.38,0,0,0,0,0,0,0,0,35221.914,60300.094,0,43547.58,
10,222.96120382227255,0.649748,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,104133.09,0,0,
6234,223.09414280498353,6.2303395,,,,,,,,,,,0,383090.34,426166.94,420864.62,0,0,0,0,0,0,0,0,0,0,0,0,
15513,223.09417250165347,7.650381,,,,,,,,,,,0,34451.836,0,0,0,58198.695,0,57044.43,0,0,67691.13,0,74468.99,0,0,91070.13,
1068,223.09425318209807,4.7073903,,,,,,,,,,,0,46374.953,41888.72,48476.504,0,0,0,0,0,0,0,0,0,0,0,0,
16435,223.09680587109156,7.792198,,,,,,,,,,,0,0,0,0,205275.89,172018.9,179262.66,203872.25,194352.34,202775.53,260803.42,252601.08,256561.5,227241.61,279526.5,271500.47,
16709,223.11197482796126,7.8330965,,,,,,,,,,,0,0,0,0,39552.89,0,0,0,0,89116.8,0,0,0,0,0,0,
30781,223.13263672018257,10.772426,,,,,,,,,,,0,0,0,0,50584.402,49285.594,70832.875,37280.957,65640.016,42837.125,0,89148.79,115762.87,56705.273,96502.586,0,
26039,223.1326753710357,9.520797,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,167419.62,155112.8,189506.78,
32290,223.13279103011746,11.165497,,,,,,,,,,,0,0,0,0,95727.555,92561.82,0,91162.57,101694.76,0,120199.6,159408.58,123961.78,197028.31,216363.28,233742.45,
31448,223.1328014951895,10.941024,,,,,,,,,,,0,0,0,0,95251.69,67221.82,81213.43,71289.47,92552.68,87837.0,119996.12,136962.27,99170.08,165040.05,211253.5,113018.44,
27171,223.1328312014738,9.836816,,,,,,,,,,,0,15478.836,0,19730.002,0,0,0,0,0,49115.258,107827.99,118743.414,125935.37,221613.66,131219.33,188500.03,
23129,223.13292992555688,8.854806,,,,,,,,,,,0,46114.406,52299.348,56300.86,0,0,0,0,0,0,46571.79,48917.668,0,354525.75,292007.88,361564.3,
8597,223.13342517512547,6.635906,,,,,,,,,,,0,57119.008,55749.73,57578.79,0,0,0,0,0,0,0,0,0,0,0,0,
31368,223.14806168966206,10.921835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16202.1455,0,
35736,223.1692948079325,12.248908,,,,,,,,,,,0,0,0,0,103029.14,123328.414,106469.12,99670.51,98529.92,101802.77,128458.66,151382.05,156298.1,116872.21,76171.164,115925.914,
37573,223.1692987263917,12.817573,,,,,,,,,,,0,0,0,0,47683.633,57999.445,55300.016,49782.85,51819.65,62811.78,73959.82,67138.016,74280.08,59671.69,123890.89,82564.81,
34905,223.16930567788498,11.951594,,,,,,,,,,,0,0,0,0,103962.016,99132.375,96602.234,90766.734,94308.66,111050.98,139343.67,131779.3,147163.75,187482.02,149113.25,184947.9,
34474,223.16931376062345,11.777623,,,,,,,,,,,0,0,0,0,109645.42,89820.59,78381.09,79465.516,88505.21,66826.42,100664.44,125332.15,103419.08,98320.25,86837.375,79063.164,
34342,223.205442521585,11.738777,,,,,,,,,,,0,94619.54,79088.75,82271.78,0,0,0,0,0,0,0,0,0,0,0,0,
38962,223.20552003219925,13.4169,,,,,,,,,,,0,0,0,0,22499.887,23945.172,0,24800.0,36919.223,27269.52,37622.938,53025.1,53160.324,39663.38,56313.97,38896.98,
36508,223.20569693411872,12.5126915,,,,,,,,,,,0,0,0,0,71693.37,72534.73,77782.06,83642.94,54496.89,71196.7,54930.164,61986.066,55365.5,218176.0,215532.8,226619.42,
37174,223.2056711457784,12.693931,,,,,,,,,,,0,86097.09,81888.29,84888.1,0,0,29878.586,0,0,21331.328,79432.72,69185.14,76056.98,160215.89,142389.73,132380.55,
25697,223.21682014461317,9.443047,,,,,,,,,,,0,0,30181.084,33652.242,0,0,0,0,0,0,0,0,0,31476.385,40242.64,38841.32,
8044,224.09205974761767,6.5471444,,,,,,,,,,,0,0,0,0,47126.723,66278.58,67858.46,63251.297,58814.523,51500.65,84648.56,93367.23,84637.7,49545.49,28004.176,39885.227,
2417,224.09208489804894,5.3818064,,,,,,,,,,,0,0,0,0,35982.277,44194.227,84967.98,40843.855,59916.543,32082.207,75763.86,43971.14,47481.37,0,0,0,
13653,224.12598644626178,7.385951,,,,,,,,,,,0,149457.58,0,0,0,0,75620.19,83772.3,0,0,0,98603.13,96368.914,0,0,0,
23229,224.12809557889523,8.8712635,,,,,,,,,,,0,0,0,0,42867.2,54130.688,0,0,44890.27,50118.473,67157.336,60427.324,61074.13,101168.49,95449.06,98150.5,
1778,224.12820281953827,5.0852346,,,,,,,,,,,0,208063.08,237250.95,0,0,78140.66,131526.9,0,0,0,0,0,56244.227,148619.02,173297.17,98874.234,
6040,224.15065793493542,6.1961255,,,,,,,,,,,74905.36,0,0,0,834071.06,842943.06,736240.5,841614.25,747990.56,743967.0,1070982.4,1057210.9,1083634.2,2288080.5,2428297.5,2418371.8,
6046,224.16413300368242,6.197688,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,18974.145,0,0,
39895,224.16425927315495,15.898776,,,,,,,,,,,30738.604,0,0,0,26741.75,23269.055,22404.623,23705.172,24286.656,22365.113,21445.62,0,21506.68,23127.55,21175.107,19653.307,
791,224.1644983602806,4.1193366,,,,,,,,,,,0,0,0,0,0,0,0,0,0,80836.2,60307.508,108125.6,0,0,0,0,
26506,224.16449952264247,9.647815,,,,,,,,,,,0,0,0,0,55806.047,62325.516,68604.12,69883.51,70573.4,67406.234,70924.516,74553.99,77908.945,80713.81,79473.74,87965.7,
675,224.1648939063175,2.3172016,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,128903.484,0,129112.85,0,0,0,
34895,224.20074629846377,11.950007,,,,,,,,,,,0,74463.37,78354.836,80648.016,0,0,0,0,0,0,35035.79,34808.48,30998.184,0,0,0,
30624,225.14834714862218,10.743533,,,,,,,,,,,0,0,0,0,68153.58,84442.82,86141.94,62712.008,86158.92,68865.55,100984.77,87268.98,93523.02,90822.555,92644.375,97822.45,
2573,225.14836300916073,5.434786,,,,,,,,,,,0,0,29174.586,30550.457,0,0,0,0,0,0,0,0,0,0,0,0,
26769,225.148372052293,9.723519,,,,,,,,,,,0,0,0,0,192940.39,199435.42,212245.47,174158.08,199171.39,202009.39,222510.45,247621.67,234214.78,149358.6,164547.73,193954.94,
29095,225.14837293337817,10.392129,,,,,,,,,,,0,0,0,0,168459.56,157537.0,169083.72,168689.98,184313.98,183185.23,206259.83,206486.53,207669.56,226697.08,228776.08,211312.31,
28216,225.14839569627125,10.196176,,,,,,,,,,,0,0,0,0,244302.81,249123.6,273301.7,259376.52,235377.33,242004.0,342633.0,342703.94,329956.9,280308.06,264320.06,288234.94,
31220,225.1484016438691,10.879479,,,,,,,,,,,0,0,0,0,50103.52,54654.8,66754.22,76533.87,60565.406,69045.34,82352.64,85684.016,71814.52,92853.734,106872.03,87433.48,
27552,225.1484020848833,9.937348,,,,,,,,,,,0,0,0,0,69097.61,66585.8,65453.883,72833.12,81709.07,71242.95,93751.08,100074.125,88471.2,102580.13,113098.63,81988.0,
28086,225.14841671807326,10.092395,,,,,,,,,,,0,0,15952.746,15278.502,210752.69,238545.1,464522.56,465747.28,232698.53,272591.78,527853.1,318896.75,540488.75,368527.66,389180.72,392670.03,
11212,225.14895974377472,7.031042,,,,,,,,,,,0,41285.08,38100.98,40435.062,0,0,0,0,0,0,0,0,0,0,0,0,
12188,225.1490237692692,7.1719604,,,,,,,,,,,0,24175.14,27309.867,27044.793,0,0,0,0,0,0,0,0,0,0,0,0,
32609,225.18478908120355,11.249188,,,,,,,,,,,0,0,0,0,32055.465,0,32515.898,33929.086,36609.426,0,50101.113,43062.406,55883.23,34519.426,31311.418,39633.344,
28237,225.19638403226938,10.140144,,,,,,,,,,,0,0,41396.547,0,38480.65,0,36397.383,0,39178.984,43004.402,39871.824,45287.555,39828.465,42105.035,43339.836,47522.664,
37983,225.22106312911689,12.93252,,,,,,,,,,,0,91750.68,85663.305,88063.91,0,0,0,0,0,0,146788.25,143109.28,164995.92,455315.75,460919.6,464411.94,
36596,225.22107339944225,12.522382,,,,,,,,,,,0,44763.156,0,38859.41,0,0,0,0,0,0,0,0,0,0,0,18296.361,
38797,225.2211238644727,13.307324,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98157.45,81663.266,45704.336,
39910,226.1591706690678,15.959796,,,,,,,,,,,116049.72,104843.1,107887.79,105714.15,91141.7,90532.26,89056.766,92212.42,92020.55,90964.305,84486.11,82838.43,85625.695,84584.984,94036.9,87384.734,
23803,226.18013922178994,8.998446,,,,,,,,,,,0,63727.793,0,0,166921.25,192861.48,191290.19,178748.02,178656.44,233526.83,104786.97,104464.43,112062.266,0,0,0,
29743,226.1801506958557,10.546029,,,,,,,,,,,0,0,0,0,770931.3,785080.8,773279.06,808198.7,780214.44,792781.2,1036316.44,1011220.7,1036192.4,143848.97,147340.6,154538.75,
2882,226.1802426421807,5.5093484,,,,,,,,,,,0,0,0,0,90204.945,88084.44,110426.87,92956.86,120553.445,84819.78,107005.77,115680.17,128732.82,145318.64,144975.05,142186.28,
1694,226.18028096573235,5.1182613,,,,,,,,,,,0,0,0,0,79704.29,97027.44,101531.86,81662.33,95843.99,82512.0,59944.137,66525.984,63323.332,27220.076,29322.16,28814.057,
35108,226.21644258563796,12.015263,,,,,,,,,,,0,151180.4,143169.69,174882.44,0,0,0,0,0,0,27262.428,29478.791,0,0,0,0,
5118,227.10699726379158,6.036716,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71603.41,0,
37685,227.1274234676298,12.842124,,,,,,,,,,,0,217098.39,213403.28,194960.75,0,0,0,0,0,0,0,0,0,0,0,0,
36038,227.12744682313473,12.341863,,,,,,,,,,,0,48883.938,53932.83,55353.22,0,0,0,0,0,0,0,0,0,0,0,0,
39373,227.12787895497206,13.858365,,,,,,,,,,,0,28306.582,32940.445,31880.24,0,0,0,0,0,0,0,0,0,0,0,0,
18798,227.12800299188697,8.152307,,,,,,,,,,,0,0,0,40194.5,0,0,0,0,0,0,20717.434,0,15610.377,0,0,0,
9545,227.12804765445182,6.798007,,,,,,,,,,,0,0,0,46175.43,0,0,0,0,0,0,0,0,0,0,0,0,
13282,227.12808423105736,7.331676,,,,,,,,,,,0,0,0,25443.574,0,0,0,0,0,0,0,0,0,0,0,0,
623,227.1391046152154,1.8849567,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,62108.06,64995.164,68830.234,
2720,227.1754616600998,5.472408,,,,,,,,,,,0,0,0,0,35829.86,41493.26,43102.99,34624.527,35360.58,38635.43,39233.484,34514.305,44781.59,0,36572.617,36393.246,
709,227.1756053755438,3.0255194,,,,,,,,,,,0,0,0,0,1079115.0,1107491.1,1109222.1,1121156.5,1144035.1,1096207.0,1218271.5,1230654.8,1187610.9,1113893.8,1105041.6,1146640.2,
815,227.17565921808185,4.224191,,,,,,,,,,,0,0,0,0,38959.273,42808.83,48317.484,47342.676,41334.92,44277.562,59395.113,49173.062,52206.246,29642.254,31412.479,36126.1,
37560,227.200668853755,12.814093,,,,,,,,,,,0,0,0,0,35872.54,0,0,37791.227,36972.082,44878.48,62946.367,51091.83,58098.656,58582.305,74189.68,77535.95,
321,228.0844387462773,1.0143703,,,,,,,,,,,0,0,0,0,0,0,17713.584,17103.72,0,0,28943.898,0,0,0,0,0,
711,228.1230195583269,3.032867,,,,,,,,,,,0,0,0,0,75879.58,77099.45,64703.85,78919.836,75385.75,67233.45,83382.61,78252.49,81321.66,0,0,0,
847,228.12315688042966,4.3179717,,,,,,,,,,,0,0,0,0,152460.55,162613.7,170889.84,166398.3,172599.5,182110.03,252124.64,276450.28,271155.72,143539.8,121392.1,147978.34,
444,228.12329075525943,1.159431,,,,,,,,,,,0,0,0,0,37307.676,38142.26,31757.627,28014.393,41382.02,25326.133,40633.54,46182.023,37726.63,58940.992,67690.72,52892.56,
966,228.15989519997382,4.5506816,,,,,,,,,,,0,0,0,0,41800.945,50229.65,50043.96,47673.01,49381.355,52148.066,80402.23,86675.89,83768.95,110105.47,121515.11,110167.33,
396,228.17091594874086,1.0640818,,,,,,,,,,,0,0,63495.082,66288.44,0,0,0,0,0,0,0,0,0,0,0,0,
36670,228.23198469451933,12.5367985,,,,,,,,,,,24701.771,396301.22,365385.97,378656.62,85235.28,90216.28,108692.016,70787.39,132836.5,95181.984,219458.77,190832.97,219363.11,118477.875,75792.75,101068.0,
34198,228.26892672593536,11.665599,,,,,,,,,,,0,0,0,0,0,224347.0,212011.02,240421.4,0,235018.12,0,183796.84,265866.88,204452.89,204923.6,58572.246,
34588,228.26895299823119,11.828468,,,,,,,,,,,0,0,0,0,411671.28,0,0,0,406127.94,0,0,0,0,0,0,229508.88,
32893,228.26895791724027,11.330084,,,,,,,,,,,0,0,0,0,0,175007.55,168938.22,0,0,161312.05,114140.555,181330.16,179161.14,170990.23,0,147765.11,
743,229.1048565071801,3.486304,,,,,,,,,,,0,0,0,0,0,0,0,37161.75,0,0,72190.69,78234.39,75189.664,82089.06,97643.76,108556.07,
548,229.11832842137105,1.4258243,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,37742.277,35701.984,41321.52,62209.21,55846.508,53429.098,
622,229.11836362133496,1.8772291,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,63913.484,57915.945,62563.53,
7183,229.1340331582619,6.399941,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,23734.164,23024.938,23584.383,
39832,229.1370011820522,15.851943,,,,,,,,,,,50033.13,0,0,39574.9,0,0,0,0,0,0,0,0,0,0,0,0,
6907,229.1413164941948,6.352696,,,,,,,,,,,0,0,0,0,201277.64,122244.734,133523.2,130223.1,80440.71,128363.35,127323.88,125329.305,138918.83,100235.11,219298.45,125598.34,
784,230.150191427774,4.0586967,,,,,,,,,,,0,0,0,0,81179.47,106809.53,113503.04,106175.836,110037.65,112390.81,123847.29,125449.836,122133.03,96838.664,114978.56,118552.44,
6685,230.15416398109662,6.313127,,,,,,,,,,,0,114951.055,111994.53,110840.16,0,0,0,0,0,0,21373.342,0,0,66049.13,0,76980.56,
35319,230.24784579587606,12.100696,,,,,,,,,,,0,46320.355,55736.42,111317.836,0,0,0,0,0,0,0,0,0,0,0,0,
31533,230.2479187971892,10.957644,,,,,,,,,,,0,0,0,0,334744.4,343896.5,317606.6,311310.88,344240.03,298707.88,336378.94,310817.1,316585.62,307692.62,308288.75,301069.84,
28912,230.24792439859826,10.348241,,,,,,,,,,,0,295334.44,343446.16,355765.3,0,0,0,0,0,0,0,0,0,0,0,0,
612,231.08398612277165,1.7785798,,,,,,,,,,,0,0,0,0,0,47042.586,0,0,0,0,0,37594.07,0,0,0,0,
