row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,t2_Ec_C.mzML Peak area,t2_BS_C.mzML Peak area,t1_BS_C.mzML Peak area,t0_BS_C.mzML Peak area,t0_Ec_C.mzML Peak area,t1_Ec_C.mzML Peak area,Blank_B.mzML Peak area,Blank_A.mzML Peak area,t0_Ec_3.mzML Peak area,t0_Ec_1.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_1.mzML Peak area,t2_BS_2.mzML Peak area,t1_Ec_2.mzML Peak area,t0_Ec_2.mzML Peak area,t1_BS_2.mzML Peak area,t3_Ec_1.mzML Peak area,t1_Ec_1.mzML Peak area,t3_Ec_3.mzML Peak area,t1_Ec_3.mzML Peak area,t2_Ec_1.mzML Peak area,t2_BS_3.mzML Peak area,t2_BS_1.mzML Peak area,t3_Ec_2.mzML Peak area,t4_Ec_3.mzML Peak area,t3_Ec_C.mzML Peak area,t0_BS_2.mzML Peak area,t4_Ec_2.mzML Peak area,t3_BS_1.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_1.mzML Peak area,t2_Ec_3.mzML Peak area,t3_BS_2.mzML Peak area,t3_BS_C.mzML Peak area,t2_Ec_2.mzML Peak area,t3_BS_3.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_1.mzML Peak area,t4_Ec_C.mzML Peak area,t4_BS_C.mzML Peak area,t5_Ec_1.mzML Peak area,t6_Ec_1.mzML Peak area,t4_Ec_1.mzML Peak area,t7_BS_1.mzML Peak area,t5_Ec_2.mzML Peak area,t4_BS_2.mzML Peak area,t5_BS_C.mzML Peak area,t5_Ec_C.mzML Peak area,t5_BS_3.mzML Peak area,t5_BS_2.mzML Peak area,t5_Ec_3.mzML Peak area,t5_BS_1.mzML Peak area,t6_Ec_2.mzML Peak area,t6_BS_C.mzML Peak area,t6_BS_1.mzML Peak area,t6_Ec_C.mzML Peak area,t6_Ec_3.mzML Peak area,t7_Ec_C.mzML Peak area,t8_Ec_2.mzML Peak area,t7_Ec_3.mzML Peak area,t7_Ec_1.mzML Peak area,t7_Ec_2.mzML Peak area,t8_Ec_3.mzML Peak area,t7_BS_3.mzML Peak area,t8_Ec_C.mzML Peak area,t7_BS_2.mzML Peak area,t7_BS_C.mzML Peak area,t8_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t8_BS_1.mzML Peak area,t6_BS_2.mzML Peak area,t6_BS_3.mzML Peak area,t9_Ec_C.mzML Peak area,t9_Ec_1.mzML Peak area,t8_Ec_1.mzML Peak area,t9_Ec_3.mzML Peak area,t8_BS_C.mzML Peak area,t9_Ec_2.mzML Peak area,t9_BS_C.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_1.mzML Peak area,t9_BS_2.mzML Peak area,
474,304.1323337623891,1.4868362,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1056789.1,1020322.0,992076.1,404980.8,0,1006607.4,217977.2,563032.8,244206.22,78840.88,451935.9,1030031.25,1022523.25,166924.4,48451.926,0,0,231070.0,976924.5,875180.5,899216.2,430197.66,973920.75,0,441794.84,960766.06,0,0,0,0,140059.88,90206.28,140969.52,320441.12,162819.77,869602.1,0,0,857679.0,792599.75,166758.77,795216.44,106208.445,0,925342.8,0,68214.79,0,0,0,0,0,0,274016.34,0,335098.47,0,169832.67,85339.06,125257.875,907535.56,1003167.75,0,0,0,0,0,0,0,0,60905.15,71249.2,
475,629.1722030977178,1.4869367,,,,,,,,,,,0,0,0,0,0,0,0,0,33141.14,30052.752,31885.266,29009.25,24619.24,33734.77,40156.844,29722.055,0,34458.5,26829.297,24550.32,32312.547,31438.229,35300.36,0,23259.66,31531.791,24228.28,0,21080.654,30344.664,25872.775,31469.617,40783.426,29516.852,29757.066,25867.564,32208.66,32187.72,28789.193,50118.746,30958.47,36204.652,26820.531,13833.099,26852.703,13253.885,27404.496,34229.438,22662.873,31438.941,23370.54,34499.625,21395.424,35594.715,28841.598,35254.375,19986.316,28333.195,21339.383,20770.898,26918.791,34738.4,30088.16,33278.53,36345.293,26003.605,31866.887,31888.074,29089.98,24643.438,26830.715,0,27020.81,18497.86,29752.613,0,22722.34,26389.096,23320.783,25844.72,24708.242,44757.258,
476,233.12812993952352,1.4872857,,,,,,,,,,,0,0,0,0,0,0,0,0,26754.709,41510.96,22503.678,17776.959,16923.115,21612.277,43319.35,13234.874,0,29723.172,23380.186,22650.264,0,40716.145,27907.387,0,29224.477,33384.1,29809.197,0,21206.324,18610.344,30218.244,22744.639,0,22603.25,25476.148,21480.305,25252.936,22028.16,28200.19,0,23178.666,26889.385,0,0,39837.105,0,31245.035,14707.127,30223.084,28621.55,0,18213.352,28375.451,34463.652,30011.432,0,22373.037,22285.016,42696.95,0,42182.76,0,0,25971.03,0,23983.693,69487.12,44726.742,0,0,0,0,0,35210.44,45087.49,0,32318.219,0,44366.277,18122.943,0,30604.916,
477,276.10094598019566,1.487706,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,76117.97,82310.07,88915.54,25101.352,0,97189.31,0,30836.717,0,0,49445.03,131476.81,169431.42,0,0,0,0,0,114600.54,108279.99,111057.64,51861.367,84437.84,0,44729.184,109391.28,0,0,0,0,0,0,0,0,0,110279.09,0,0,120055.88,115022.54,0,109012.01,0,0,125545.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118283.16,137411.58,0,0,0,0,0,0,0,0,0,0,
483,334.2129379923924,1.4902952,,,,,,,,,,,0,0,0,0,0,0,0,0,146461.94,128276.0,71679.35,163379.22,93274.125,208535.53,200430.86,175023.31,64963.48,116880.88,75682.76,192432.66,84037.12,137861.42,109096.914,96195.26,118950.39,99822.85,214344.36,89041.49,71593.88,62189.766,111769.625,101904.07,132635.75,88128.52,0,66869.03,166743.4,235928.94,60868.164,94604.84,18866.203,61921.77,30230.762,159677.44,23421.89,14189.198,130932.03,86495.56,58351.906,59573.93,63841.97,37627.66,99481.31,77564.266,39370.285,70210.7,109118.664,93550.11,70440.07,67254.85,73810.83,88186.5,56073.21,87170.414,85171.414,152471.38,177323.73,88727.67,80750.88,71064.23,37218.293,25540.62,38617.113,0,33128.227,68532.01,112486.49,60062.29,106448.84,93936.164,97291.83,113716.35,
486,156.01122142574872,1.49156,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,421144.47,411395.25,271839.03,82702.664,0,400145.72,31980.125,117178.61,58881.617,0,105576.805,284720.78,416434.53,0,17677.475,0,0,52433.9,393238.56,364310.94,363482.2,93036.21,397960.97,0,104995.84,394906.16,0,0,0,0,23253.586,30744.84,48659.42,83395.33,15881.094,344946.78,0,0,376062.53,342741.62,53166.92,326268.5,0,0,443322.66,0,0,0,0,0,0,0,0,74183.305,0,90061.66,0,60172.73,45797.88,64379.914,426420.66,522336.06,0,0,0,0,0,0,0,0,0,14972.901,
488,203.11759499290304,1.491891,,,,,,,,,,,0,0,0,0,0,0,0,0,159211.62,153062.2,99902.234,107133.57,110653.52,168504.72,157868.0,69270.37,104414.69,167311.89,196113.12,155906.61,188266.22,113023.67,114304.73,71113.25,222324.19,197919.95,74752.336,218861.19,111412.22,128106.37,125541.26,189824.08,136848.38,134882.27,195501.53,117309.88,92813.85,84754.71,216752.05,139577.89,237875.19,228552.92,195377.44,140609.44,219829.08,117422.33,148610.25,204546.5,121709.27,128735.79,252881.0,125366.18,168856.16,129373.76,118415.61,255861.6,181628.28,211043.42,273360.97,207950.81,228869.33,225906.31,273950.7,155859.69,257036.16,139868.05,138509.03,199239.95,233894.89,182423.42,118038.94,124321.58,318716.56,368696.47,246624.81,472162.12,169711.73,424068.53,240181.44,382957.88,296354.84,463521.16,
489,185.12852243375258,1.4919571,,,,,,,,,,,0,0,0,0,0,0,0,0,57624.977,18634.037,25430.223,51883.824,65098.91,15904.44,17951.375,25767.184,24651.178,0,18583.312,0,19602.217,0,0,0,0,20002.99,0,78550.72,0,20270.254,23035.738,71504.23,21191.658,73938.59,70119.09,69980.83,20370.355,18619.713,22284.5,18916.588,74910.37,90192.23,17583.467,24565.873,21652.396,69590.9,0,24092.693,25964.926,0,0,0,15568.407,0,60627.684,0,0,23978.88,98489.38,83596.984,79067.03,84033.37,99914.8,24988.32,31285.084,77995.73,19516.406,23388.607,0,85770.53,80034.67,83257.51,115637.53,126287.734,96889.37,0,20802.305,38860.168,114926.42,38829.414,0,39017.465,
490,254.05895680238282,1.4928504,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,193838.73,169986.06,170029.61,0,0,194626.88,0,0,0,0,0,176430.89,167114.25,0,0,0,0,0,144959.66,169217.95,127402.2,0,173277.08,0,0,176641.06,0,0,0,0,0,0,0,200243.88,0,144570.84,0,0,160883.3,136062.9,0,124266.55,0,0,126304.41,0,0,0,0,0,0,0,0,328631.6,0,323828.0,0,177645.02,163661.92,148658.84,123144.664,181353.81,0,0,0,0,0,0,0,77557.836,63544.875,93568.06,
491,231.04340544826653,1.4936728,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1167522.6,1126754.8,1095653.6,363735.6,0,1084021.1,107879.945,537442.44,141856.06,81128.23,275808.97,1170846.6,1134945.0,117114.664,140846.25,0,0,145953.03,1076808.5,987037.7,994590.56,385175.9,1092302.8,0,291580.22,1064548.2,0,0,0,0,110622.61,97478.65,134179.06,227087.44,104466.49,944708.4,0,0,1037878.8,938618.8,152269.86,904338.94,88290.73,0,1209470.6,0,83904.766,0,0,0,0,0,0,279033.84,0,242382.88,0,233287.27,120036.305,164292.69,1168448.5,1401337.6,0,0,0,0,0,0,0,34569.895,62388.496,93838.62,
495,268.9989953770158,1.4939849,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16012.537,30519.785,0,0,0,0,0,14795.394,0,0,0,0,0,0,0,0,0,15766.94,0,0,27567.863,22667.287,0,23190.309,0,0,57827.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62774.477,67336.86,0,0,0,0,0,0,0,0,0,0,
496,501.18214029508187,1.494232,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20031.838,14631.255,18368.588,20891.424,28652.639,0,25270.514,0,22380.277,17341.326,21237.707,0,0,0,0,18657.102,0,39524.22,0,24899.438,0,0,0,0,22452.117,0,0,0,0,31310.299,18330.867,32321.607,0,0,0,15720.007,0,0,21443.693,25219.537,0,32691.38,16602.56,16185.889,0,0,0,0,0,0,0,0,0,0,0,18472.463,0,14360.775,21411.154,0,20346.488,0,0,19286.16,0,0,0,20721.154,0,0,0,0,0,
498,483.06111149776785,1.494971,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11668.883,0,0,0,0,0,0,0,0,0,7247.1997,0,0,0,7609.1694,0,11573.611,0,0,58679.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53907.617,67968.02,0,0,0,0,0,0,0,0,0,0,
499,253.02521831426748,1.4953129,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1468402.2,1377231.2,988805.7,357689.03,0,1360579.0,208201.62,520435.78,272829.78,110422.6,648591.1,1090895.1,1608720.2,155901.03,302381.78,0,0,275109.6,1078337.5,1195134.0,1240719.5,405420.44,1079543.1,0,421838.06,1687296.2,0,0,0,0,275966.97,228853.27,289027.0,580334.7,232275.55,1173093.0,0,0,1984249.9,1344212.8,233870.69,1732696.5,181144.3,0,1664836.9,0,174008.25,0,0,0,21878.68,18908.453,0,369272.72,0,394110.12,0,292515.8,236513.69,286217.16,2340312.5,1951828.4,0,0,0,0,0,0,0,100366.32,129111.45,162558.62,
500,517.2227469968137,1.4959465,,,,,,,,,,,0,0,0,0,0,0,0,0,16167.082,0,16149.923,0,13371.993,13003.064,0,21688.533,0,0,0,14433.04,11550.037,16233.306,0,0,0,0,11353.448,0,19448.85,0,0,0,15170.932,0,0,0,0,0,0,0,0,0,0,0,0,0,9455.635,0,16001.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8080.9707,0,0,
501,361.047502334514,1.49847,,,,,,,,,,,0,0,0,0,0,0,0,0,81214.68,59729.574,79466.12,67651.516,64512.88,0,0,144253.23,0,99452.766,78072.47,0,97620.17,0,65433.023,23030.691,92955.03,101882.19,63259.547,90159.14,92786.85,54301.44,51995.08,107920.586,0,171622.05,0,0,0,76235.63,0,66397.57,79666.766,100052.58,66054.03,74044.336,54439.152,138399.53,138672.45,48286.816,74201.836,71924.336,71965.36,54128.2,57410.89,92008.945,72075.04,79486.6,70332.59,78643.95,124381.88,126244.69,64105.168,148033.0,0,81251.68,95239.32,0,67509.99,86247.68,0,74985.44,66701.1,0,82280.7,77136.414,74110.03,70939.08,42368.785,71650.92,0,87518.06,131724.11,146519.88,
502,376.186822197084,1.4991416,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46116.652,0,0,30254.664,0,0,0,0,0,0,0,0,0,29201.035,15684.902,0,0,
504,194.1654473727,1.4998114,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16884.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46964.3,17700.525,53974.367,0,42756.867,0,0,0,0,
507,232.04670403893135,1.5049015,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,73794.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61794.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75202.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
508,521.2389722082561,1.5051357,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,235129.69,0,0,0,0,0,0,361701.22,0,0,151257.22,149916.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149733.38,395670.25,0,0,0,0,0,0,0,0,0,361713.03,366959.97,0,349704.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
509,543.2210208742783,1.5052847,,,,,,,,,,,0,0,0,0,0,0,0,0,67848.0,50544.8,81689.195,0,0,0,73353.78,0,0,0,0,96403.0,111005.586,0,0,0,0,157582.22,64490.156,0,0,0,0,0,0,0,0,0,0,72230.875,0,325159.47,0,0,0,0,0,0,0,0,145344.1,0,0,534147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418887.4,123247.94,0,378180.1,0,0,0,0,0,
513,306.12909687395415,1.5105602,,,,,,,,,,,0,0,0,0,0,0,0,0,17195.523,15569.075,54774.56,0,30084.504,13231.427,0,32657.209,0,0,0,22922.19,21968.158,38718.316,37108.88,0,0,22867.094,15251.359,0,23709.133,30566.69,32766.291,0,16157.179,0,21409.168,35297.293,14149.211,0,20189.096,0,19773.807,0,0,16930.336,16845.252,33283.656,0,13996.494,28807.51,31190.273,11505.164,17334.582,13867.784,19978.697,33780.664,12155.227,21677.18,15398.033,12645.085,0,19049.887,18065.428,0,0,24300.445,22662.49,0,12857.564,23799.883,0,20208.97,32086.049,0,0,12012.764,0,0,0,21219.326,14259.203,15492.193,0,
518,295.07597489925166,1.5116596,,,,,,,,,,,0,0,0,0,0,0,0,0,23632.127,16659.314,0,14560.347,24295.482,0,0,21168.344,12561.225,23128.15,0,12333.147,0,23304.121,26018.229,0,12698.224,16414.818,17965.566,14051.484,14353.255,0,21558.01,18415.416,25338.15,20019.89,12730.43,18493.85,46180.48,28381.023,20350.105,0,20115.754,16298.434,18242.768,15479.054,30186.266,12688.269,15804.071,14742.204,17717.447,27446.7,17401.36,11405.389,0,12583.504,0,13353.332,26670.297,14904.737,14951.96,0,0,0,0,13615.805,10096.408,0,20134.135,14594.34,0,0,17402.29,15714.172,0,0,0,0,0,15461.909,0,0,0,0,
519,457.24433272634644,1.5116754,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,12547.95,0,0,0,0,0,45884.344,15135.437,0,11568.631,0,0,0,17920.879,0,0,0,0,0,0,0,0,0,0,0,0,15435.992,0,0,21871.207,0,0,36600.133,0,0,20799.836,11352.477,0,0,0,0,0,0,15183.15,0,0,0,0,0,0,0,26384.604,0,0,0,0,22730.09,0,0,0,18506.01,29288.516,0,0,0,0,0,0,0,0,0,
521,155.0814968945486,1.5133402,,,,,,,,,,,0,0,0,0,0,0,0,0,0,72121.39,60013.402,70998.4,0,64946.01,65914.6,0,38177.844,52925.77,68938.48,0,0,117530.23,58948.22,20120.336,64221.375,31915.746,0,0,52155.562,100188.89,92026.07,55959.086,0,114430.89,72844.34,0,56764.652,83863.055,117446.086,70881.87,73506.65,54336.508,62804.2,68396.87,0,99816.2,64216.062,64362.004,103773.95,51348.16,113554.07,19995.977,66752.47,103964.75,0,0,0,76898.58,50845.574,105556.664,48720.797,0,57584.24,0,76285.3,0,0,83315.016,77404.02,0,100920.55,68930.35,51076.41,86956.6,85184.47,0,53547.574,118089.086,64617.574,148483.17,69743.49,107335.73,
522,322.10687606813514,1.5140114,,,,,,,,,,,0,0,0,0,0,0,0,0,12245.53,14438.218,17628.63,15605.185,0,20968.11,0,16247.162,0,26817.812,24406.092,14259.413,0,21136.43,0,0,11249.079,18815.92,19597.12,0,17300.285,20086.695,18498.074,0,0,28312.717,29816.688,0,0,15606.556,0,21564.18,19193.34,13085.377,17017.559,12551.647,0,23322.39,22744.281,13435.749,0,25396.172,0,18449.398,20780.71,12031.101,0,16944.982,0,14274.941,0,20076.645,49675.715,14930.623,24436.688,16400.066,15604.011,0,0,10665.631,11333.778,0,0,0,19758.861,15224.094,15860.923,13837.82,0,13816.889,0,13272.243,0,5343.218,
525,329.09719747774466,1.5167809,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,20878.053,0,0,0,0,0,0,0,0,15847.866,0,0,0,0,0,16884.451,13716.876,0,0,0,13060.917,8179.5586,32069.1,0,0,0,0,0,0,9236.61,21907.715,0,22129.477,0,0,0,0,0,0,0,0,8940.601,0,28428.432,0,0,0,0,0,12113.091,19293.184,0,0,0,0,0,0,11295.612,0,21525.855,0,0,0,29942.707,0,0,18708.094,12956.333,11859.585,6227.449,
526,235.1078785928891,1.5172704,,,,,,,,,,,0,0,0,0,0,0,0,0,57292.938,60395.453,58091.402,104509.164,53680.85,57745.266,68455.95,64037.945,86176.98,66726.41,115120.11,115143.1,59472.785,54596.516,112059.805,65730.22,60322.676,73138.38,100638.59,75144.89,62506.59,59518.38,114461.18,119936.72,60343.89,72524.72,55043.188,67495.2,50861.56,55047.75,64278.266,68024.555,72586.25,129043.52,71639.516,113005.25,71411.35,111360.26,114508.59,121974.24,57599.53,62219.96,127255.695,113887.164,60886.812,121154.28,114202.67,59683.28,116562.0,78937.04,155318.7,130871.53,129196.28,132293.98,156376.27,58342.6,85252.39,122650.65,70361.79,145131.69,151042.08,133709.88,120000.9,119253.77,186717.92,200596.55,148060.86,215162.83,150796.75,204447.44,190416.72,194357.2,170103.33,248359.1,
527,154.07357119344462,1.5195972,,,,,,,,,,,0,0,0,0,0,0,0,0,48843.816,0,0,0,50908.08,0,52144.586,54146.125,0,0,0,0,58498.453,45129.9,0,0,0,0,52305.363,0,51292.504,0,0,53137.836,0,0,0,0,0,0,51190.227,0,0,0,0,0,0,0,82928.55,0,0,0,0,0,0,0,0,0,0,0,0,0,50607.39,49643.477,0,0,0,0,48959.75,0,65403.52,0,0,0,0,0,0,0,0,111181.62,0,0,0,0,
528,257.10389672813784,1.5203784,,,,,,,,,,,0,0,0,0,0,0,0,0,38769.03,28803.748,22251.229,0,34431.89,23381.084,15483.133,21671.65,20986.455,30582.363,21673.328,24755.414,32054.36,22270.643,18296.373,0,47992.758,31406.059,0,26042.844,23269.148,38556.72,27703.438,26068.523,39343.582,0,44062.176,18085.254,24308.584,14702.179,24520.059,27469.465,40015.93,0,29271.74,40655.38,35696.703,22051.926,31688.984,45666.89,26232.404,35138.426,27129.545,83454.43,26867.133,30222.363,78655.36,23087.1,31392.906,14654.299,56819.914,24360.562,34961.84,26961.834,40607.57,26900.31,35220.113,33508.113,25159.781,34606.965,16591.064,17874.043,50252.562,34565.363,26092.754,35219.336,53364.465,29045.799,29459.527,34728.938,31490.12,37498.746,0,51965.766,
530,271.1049685889128,1.5211781,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23844.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
531,338.0800247654976,1.5219383,,,,,,,,,,,0,0,0,0,0,0,0,0,33033.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21389.531,0,0,0,0,20371.787,0,0,0,0,0,0,0,37091.992,17577.326,0,0,0,0,20228.69,0,0,0,0,0,0,0,0,0,22330.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
537,338.07994534552665,1.5249957,,,,,,,,,,,0,0,0,0,0,0,0,0,25423.018,32411.742,0,0,42372.625,29657.924,39678.58,90402.8,19867.53,87934.14,19111.785,37932.617,32285.45,53097.84,41789.113,0,0,25666.059,0,41917.293,31380.566,45017.418,35916.164,0,34004.383,29451.75,37409.812,0,32010.463,28454.057,40023.51,34555.6,20368.455,0,35288.582,18172.398,45497.562,0,44906.195,60605.152,23632.719,0,23602.568,46078.207,24875.223,26247.748,28065.924,31843.33,40946.38,19543.6,45379.945,0,24076.281,27657.158,0,25557.4,31956.268,34386.027,23649.094,17965.969,43788.504,34143.19,24930.71,0,29314.957,35467.58,36753.355,21279.465,30451.213,52637.688,28302.297,0,25227.354,0,
540,318.09305465201254,1.5254607,,,,,,,,,,,0,0,0,0,0,0,0,0,25102.44,28609.59,34430.914,27905.898,24195.455,28619.77,0,31724.023,32037.805,45597.69,0,32321.848,35348.152,34941.2,28001.848,0,44193.75,50412.75,28424.36,20855.293,19458.508,25875.54,33800.38,42449.95,40604.43,38691.035,31336.209,22690.723,39167.055,34416.67,29742.79,29079.293,42504.465,19021.38,25839.438,0,37195.84,0,0,0,31012.902,40316.34,0,0,31515.184,18339.58,0,35728.297,27161.05,21034.57,30669.396,31453.324,38036.266,0,0,31930.201,0,17210.256,21614.162,0,31922.83,22490.305,26940.428,32024.037,30452.074,27731.547,18618.322,24219.22,29705.834,19161.766,26769.22,21154.615,26202.74,32098.303,
545,565.1774912243266,1.5284241,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,68212.055,0,0,0,0,0,0,52372.727,51385.11,0,0,0,0,57557.8,36839.21,0,41124.33,0,47783.88,52268.82,0,63502.777,0,0,0,0,0,0,0,0,43689.85,18911.934,0,37037.668,0,76518.65,49220.562,0,63049.793,0,0,0,0,71541.22,0,57003.91,0,0,28183.24,52034.05,52954.844,29276.285,0,29530.865,58882.457,0,50945.11,44400.43,41971.906,46831.344,35730.01,32774.49,0,0,0,57875.457,36906.574,0,0,0,
547,179.55717506034287,1.5290284,,,,,,,,,,,0,0,0,0,0,0,0,0,36884.742,0,0,0,41896.5,57027.348,0,0,46981.48,0,48154.566,49963.164,0,50280.4,32881.94,0,58209.473,73875.805,39880.414,0,45683.895,0,85279.125,0,0,0,0,68283.3,31581.9,0,53429.766,0,0,0,0,75048.336,78244.35,0,0,0,0,92437.82,0,0,0,0,0,0,65099.445,0,0,40679.82,0,0,0,72892.4,43438.14,0,68737.72,40923.99,0,43572.715,0,0,60312.285,0,0,47656.16,33315.527,38016.73,0,0,0,0,
548,275.0484044096313,1.5329145,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13079.12,0,60407.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
549,197.11140701421814,1.5331969,,,,,,,,,,,0,0,0,0,0,0,0,0,0,33233.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45371.867,0,0,0,0,55987.348,0,0,0,
551,215.11771970235932,1.5336306,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275468.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
554,176.070261308949,1.5376463,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,33173.402,32764.334,24918.785,0,0,46921.984,0,0,0,0,0,40917.86,39747.816,0,0,0,41085.668,0,30064.48,0,26301.418,0,32329.107,0,0,0,19154.492,17911.951,0,11389.827,0,0,0,0,0,16629.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
555,205.09702305888248,1.53798,,,,,,,,,,,0,0,0,0,0,0,0,0,440710.22,441347.62,447749.94,444024.38,470734.38,242660.34,453556.3,453883.8,323394.5,451948.84,482656.72,276801.94,473527.06,278231.47,467648.7,256864.7,285864.47,497508.22,409810.34,496726.84,469211.88,477778.12,473775.22,493891.72,498476.5,487138.72,502104.22,477631.0,447618.66,399130.44,261485.12,494988.0,495137.84,518602.47,476007.9,462191.56,502525.16,469768.7,486682.78,499504.3,482482.56,498572.6,511032.56,459716.94,458144.8,276462.78,492516.56,529172.75,461519.56,499212.56,529978.44,507798.44,498501.44,511964.8,517868.16,504728.22,547338.4,490140.28,493467.7,526785.3,531493.44,495820.56,496956.97,518013.8,510747.5,545099.7,509907.75,547907.2,537156.7,550443.4,559591.25,574154.75,523317.62,410914.8,
559,299.0787296218379,1.5415295,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16118.973,0,0,0,0,0,0,18015.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16986.191,0,0,0,0,33685.668,0,0,0,0,0,0,0,0,0,0,0,0,0,
562,501.1822529218016,1.5438315,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21976.22,0,0,0,0,0,18244.326,26824.154,0,0,0,0,0,25950.084,0,30365.973,0,0,0,0,28335.447,0,0,0,0,0,0,0,0,24474.703,0,0,25077.285,0,0,0,0,0,0,0,17811.322,47575.73,0,14662.838,0,22348.494,12535.992,0,0,20083.336,0,0,0,0,28116.713,0,31608.416,0,0,24006.143,28161.56,0,0,18710.145,21643.133,0,0,0,
