row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,t2_Ec_C.mzML Peak area,t2_BS_C.mzML Peak area,t1_BS_C.mzML Peak area,t0_BS_C.mzML Peak area,t0_Ec_C.mzML Peak area,t1_Ec_C.mzML Peak area,Blank_B.mzML Peak area,Blank_A.mzML Peak area,t0_Ec_3.mzML Peak area,t0_Ec_1.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_1.mzML Peak area,t2_BS_2.mzML Peak area,t1_Ec_2.mzML Peak area,t0_Ec_2.mzML Peak area,t1_BS_2.mzML Peak area,t3_Ec_1.mzML Peak area,t1_Ec_1.mzML Peak area,t3_Ec_3.mzML Peak area,t1_Ec_3.mzML Peak area,t2_Ec_1.mzML Peak area,t2_BS_3.mzML Peak area,t2_BS_1.mzML Peak area,t3_Ec_2.mzML Peak area,t4_Ec_3.mzML Peak area,t3_Ec_C.mzML Peak area,t0_BS_2.mzML Peak area,t4_Ec_2.mzML Peak area,t3_BS_1.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_1.mzML Peak area,t2_Ec_3.mzML Peak area,t3_BS_2.mzML Peak area,t3_BS_C.mzML Peak area,t2_Ec_2.mzML Peak area,t3_BS_3.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_1.mzML Peak area,t4_Ec_C.mzML Peak area,t4_BS_C.mzML Peak area,t5_Ec_1.mzML Peak area,t6_Ec_1.mzML Peak area,t4_Ec_1.mzML Peak area,t7_BS_1.mzML Peak area,t5_Ec_2.mzML Peak area,t4_BS_2.mzML Peak area,t5_BS_C.mzML Peak area,t5_Ec_C.mzML Peak area,t5_BS_3.mzML Peak area,t5_BS_2.mzML Peak area,t5_Ec_3.mzML Peak area,t5_BS_1.mzML Peak area,t6_Ec_2.mzML Peak area,t6_BS_C.mzML Peak area,t6_BS_1.mzML Peak area,t6_Ec_C.mzML Peak area,t6_Ec_3.mzML Peak area,t7_Ec_C.mzML Peak area,t8_Ec_2.mzML Peak area,t7_Ec_3.mzML Peak area,t7_Ec_1.mzML Peak area,t7_Ec_2.mzML Peak area,t8_Ec_3.mzML Peak area,t7_BS_3.mzML Peak area,t8_Ec_C.mzML Peak area,t7_BS_2.mzML Peak area,t7_BS_C.mzML Peak area,t8_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t8_BS_1.mzML Peak area,t6_BS_2.mzML Peak area,t6_BS_3.mzML Peak area,t9_Ec_C.mzML Peak area,t9_Ec_1.mzML Peak area,t8_Ec_1.mzML Peak area,t9_Ec_3.mzML Peak area,t8_BS_C.mzML Peak area,t9_Ec_2.mzML Peak area,t9_BS_C.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_1.mzML Peak area,t9_BS_2.mzML Peak area,
2604,356.16041071875765,2.9638524,,,,,,,,,,,0,0,0,0,0,0,0,0,17330.125,20416.969,12813.48,12462.632,12256.979,19309.037,20095.477,13975.83,7797.8643,17631.604,29482.654,18811.117,12436.307,12293.629,12435.185,5995.9897,29124.664,29728.824,11769.49,10506.486,10539.244,9738.423,9973.13,18903.56,15087.615,12545.532,20640.176,10650.915,11742.222,12052.463,16052.696,10769.982,14426.605,27228.121,17289.875,4234.0093,15025.415,9621.586,9451.904,30576.021,9828.879,9261.97,17607.8,9190.051,12499.957,11060.222,10410.528,22393.64,16510.088,7976.746,778.2951,5632.598,8099.2925,8170.759,1618.114,3844.5183,0,6084.9966,6028.066,1406.999,1534.8572,2041.5574,10414.077,12571.771,0,0,2651.412,0,1561.7332,0,0,0,0,1774.2975,
2608,376.1867588575412,2.9680057,,,,,,,,,,,0,0,0,0,0,0,0,0,6346.6963,8316.405,7703.596,228.15462,3159.9585,2230.686,4956.0957,0,2776.2988,15086.015,0,5397.6353,3383.0942,913.2292,61886.215,802.6482,2236.8833,2041.1382,1040.6738,2690.9446,936.1988,23141.05,3868.3062,4581.1904,15213.305,5057.838,1931.1997,4395.637,2932.6418,0,264.87308,5024.8203,12878.696,3541.068,3248.3425,2913.8435,64194.207,7781.4463,0,4610.4043,12452.507,2143.875,16728.863,2525.0063,16781.418,2086.7341,530.4093,9969.467,4187.925,13395.99,650.7588,2840.3088,3307.9,3747.1587,10995.535,18214.086,4896.2427,19063.229,15018.518,1706.1356,38679.535,2526.8186,1159.8843,6331.3467,49863.63,3231.3376,2153.2092,3853.202,5167.0264,519.479,650.32794,1041.3018,2136.0198,69911.57,
2611,350.14853646102034,2.9481251,,,,,,,,,,,0,0,0,0,0,0,0,0,5122.6187,4480.366,4572.015,4728.817,4615.2905,4189.549,3369.4033,5063.9346,0,4490.219,3464.1865,4090.2,3886.7866,5208.1426,5140.8135,0,3552.9639,2416.7832,7859.076,4663.5176,2473.388,3249.7388,4657.5977,3343.5723,6858.4907,5350.7876,4404.9834,4188.101,8182.2295,8664.395,4633.321,4900.5845,4178.356,2192.3748,2838.9836,3926.4434,4119.7188,4314.138,4228.4785,2894.3625,4373.5913,4757.163,4690.369,3783.6968,3677.5425,4626.278,4018.8792,5105.8374,4319.593,2637.129,4157.0366,1709.8528,4120.0254,4554.0117,3629.9072,4897.5703,3051.9998,2684.3896,4215.0127,5937.923,4860.4517,4785.1743,4266.9316,7262.615,6108.4,5296.027,4517.3076,4825.718,4736.649,4338.9575,6087.2344,6453.603,5756.9287,8699.581,
2613,385.19002846799185,2.9495835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5923.549,0,0,0,5379.5806,0,4930.743,0,0,0,0,0,0,0,6902.196,12755.616,5569.863,16753.885,0,14295.246,0,0,0,0,
2614,627.3500447777908,2.9480715,,,,,,,,,,,0,0,0,0,0,0,0,0,29609.383,32932.094,26281.527,19980.701,28209.273,26511.63,26793.96,22143.06,62015.773,36820.055,23397.637,27449.146,24315.828,30386.338,36597.375,46074.383,43079.56,39478.58,41011.656,29257.215,27549.586,24192.766,22249.26,25287.209,35457.66,29734.812,25398.736,22003.912,43286.637,45693.816,40868.81,22240.846,27458.842,27552.904,28712.352,0,32141.182,32465.719,9536.364,36821.188,6482.611,8182.1865,54438.305,21475.738,24952.756,6727.81,7396.448,60184.82,26611.322,34757.1,0,0,699.54236,0,0,0,10851.433,0,0,0,0,0,6640.6377,8099.982,6338.3247,0,0,0,0,0,0,0,0,0,
2615,421.1403092901833,2.9505968,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41247.4,31962.934,3857.5862,2282.617,3854.1467,30746.844,0,93951.28,0,0,0,0,0,0,0,123545.31,44990.69,20601.47,59128.32,0,50496.508,0,0,0,0,
2616,201.1021201638934,2.9491234,,,,,,,,,,,0,0,0,0,0,0,0,0,13868.992,13716.464,14293.578,14485.331,13614.77,12889.03,15307.539,13933.962,7770.4,14148.264,16330.144,15812.91,18511.512,15299.61,15347.612,6493.3022,23168.254,16230.102,14275.5625,22490.736,14190.829,14925.665,13997.05,15779.734,16969.479,15571.323,14468.821,15003.741,11105.11,11041.916,13118.377,14399.294,25383.672,25319.094,21487.352,14162.134,25918.727,14472.637,15892.172,14175.713,14590.123,13795.002,24325.771,14801.115,25300.486,14865.483,14104.969,18260.76,25996.834,49499.883,45635.438,26221.37,25395.51,28740.203,42955.02,15195.781,46594.773,14282.577,15788.295,18149.484,16116.59,15965.137,14509.729,17952.893,43636.688,45570.69,37418.938,53216.793,22315.178,51466.094,25718.5,29575.254,21824.672,44131.824,
2617,290.1500849049008,2.948532,,,,,,,,,,,0,0,0,0,0,0,0,0,8623.323,10203.124,11451.987,9376.199,10854.379,8638.672,10255.857,11153.616,4358.346,8346.373,10181.302,10465.855,8497.185,10128.751,11937.387,3772.8027,9693.085,10741.191,8392.5205,10909.436,10720.381,10461.252,12090.543,8898.363,13162.751,8778.8545,10048.041,10656.353,11047.349,9417.724,10135.928,10822.475,8136.2383,9390.65,9347.712,14339.822,9393.234,10342.889,10624.076,9256.676,10531.339,10637.205,9005.553,10868.72,8116.198,11039.146,11368.593,10304.717,9406.053,9075.392,8529.21,9270.244,9453.491,8920.962,10159.431,16896.96,10045.836,16039.12,17981.191,19442.38,17572.463,16042.994,11884.805,12203.817,7133.87,10518.237,8338.914,10041.647,18825.023,9396.273,19368.664,20700.676,18691.926,32186.047,
2619,472.2480814441555,2.9508388,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10146.638,7462.6694,0,0,0,6841.5605,0,22861.213,0,0,0,0,0,0,0,22939.36,8943.207,4148.9097,10613.434,0,10130.72,0,0,0,0,
2620,248.14733380631696,2.9536126,,,,,,,,,,,0,0,0,0,0,0,0,0,359499.72,383406.03,365721.8,373818.78,381084.53,366638.22,375351.78,372590.78,222348.05,372909.6,385951.06,384340.22,417689.56,375548.16,391397.6,166038.0,396276.25,403024.6,364452.94,401304.8,387507.62,380641.78,385083.62,409433.72,461338.4,400282.06,414400.38,393664.38,346539.94,328449.5,387157.4,398653.7,402602.97,402737.06,386996.66,345745.66,406996.4,375681.66,392506.84,382846.25,382006.62,382348.12,409014.56,370920.22,347653.56,404434.53,389174.78,441342.22,359504.5,372935.8,403482.56,372628.75,364586.4,389179.38,410882.84,390537.66,414125.38,366073.75,389769.12,409901.03,401042.38,375566.12,392469.28,454798.8,385311.4,414352.88,396213.16,424278.38,410535.3,424047.53,426541.7,443916.4,411300.56,638113.8,
2622,423.27418495031156,2.9542818,,,,,,,,,,,5968.03,6584.234,6397.234,5702.654,6759.066,5988.5312,5758.2305,14781.71,7394.564,6658.5283,5964.1055,5050.6797,5785.82,6766.404,6485.89,5796.7085,5930.9897,6458.2456,5971.3525,5936.609,7025.377,6256.653,6521.663,6254.365,4833.83,5989.933,4625.0684,6781.0366,6045.641,6886.537,5117.658,7147.087,5392.618,6547.8633,5858.4336,4838.705,5647.1187,6907.263,6795.1255,5908.699,5178.4194,5446.8525,6672.2573,7249.5923,7076.355,6769.9424,5444.758,5639.8745,6793.232,6711.5947,6036.048,6330.752,6484.985,5985.1235,7481.2466,6675.3906,7540.268,5435.1465,5438.1064,5780.8154,6056.8857,6375.3936,5769.499,7828.043,6734.3936,6037.1973,6239.108,6504.4023,3011.7795,5716.1104,6137.947,6298.9653,6681.7627,6783.7363,6331.1436,5848.1997,6174.263,6246.918,6349.3906,5875.498,6560.565,5027.797,
2624,285.1055245039385,2.9545317,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10278.112,24370.395,5948.3125,6932.775,5475.905,25058.736,0,25596.984,0,0,0,0,0,0,0,55215.375,72072.445,21871.633,77686.01,0,74810.83,0,0,0,0,
2626,174.1277151849665,2.95328,,,,,,,,,,,66454.63,66041.58,65207.504,68458.27,65967.6,65661.3,68853.79,76762.06,38368.32,35358.29,32779.37,39929.676,35238.184,35873.344,93341.41,34082.926,24161.547,34992.9,35271.832,35197.562,37031.066,37219.4,35668.582,78562.68,41119.086,37036.3,37548.63,97067.67,38129.918,37802.97,33914.582,40818.055,40416.67,40259.15,40575.555,40981.46,40002.85,28224.758,39555.94,39037.047,38911.293,39302.105,36074.625,36978.797,94934.72,36819.875,37343.77,35392.17,39303.066,35554.945,38626.816,34603.87,34038.64,36874.84,38341.91,41267.09,84091.19,92434.91,39575.05,35397.7,32671.139,40793.035,40291.87,37655.844,44789.023,41270.72,42465.246,36036.344,44395.297,37001.62,37982.125,42949.883,40458.562,93776.87,37704.09,41379.195,39532.926,36393.336,42487.59,42610.094,41285.883,56706.664,
2630,331.0959986848461,2.9529295,,,,,,,,,,,0,0,0,0,0,0,0,0,9756.445,10979.712,11127.109,10382.899,11980.04,10710.736,11474.912,11414.546,7592.2812,11004.612,11580.68,11394.217,12437.822,11574.876,11956.835,5373.7056,12425.125,10965.723,10914.4795,10836.877,10313.635,11475.963,11324.365,12520.244,13256.584,11150.746,11992.793,11262.09,9315.524,10054.386,12298.543,11967.968,12216.998,13421.347,12465.986,9855.22,12138.9375,11667.425,13235.446,12899.729,11897.516,11885.171,13745.672,12385.721,10395.691,12824.958,13448.582,11846.812,10710.864,9251.866,9865.829,10142.427,10755.375,12325.654,12343.164,10520.866,12805.278,9622.607,12471.648,10346.104,11914.958,10691.503,12303.644,13639.963,10870.95,10919.775,11517.634,10471.838,10751.196,11007.022,11234.848,14141.706,11947.854,18095.486,
2631,235.18056155338357,2.9525166,,,,,,,,,,,0,0,0,0,0,0,0,0,24822.107,24051.059,18982.217,19009.947,20882.484,27441.04,26883.822,19012.832,9731.195,28127.566,33694.336,27000.3,33055.582,20950.773,21325.84,11996.917,36438.65,30090.314,11125.707,35754.3,21925.762,24933.887,25926.988,33592.625,26696.55,26109.48,34688.734,23890.281,9063.456,10139.904,28210.406,29011.525,36365.715,33663.605,34025.92,35667.625,36223.223,24147.73,28952.04,24798.334,23272.578,27020.74,36601.25,13538.985,31799.674,24792.592,12769.234,31753.074,31578.707,40456.78,70129.03,52995.527,66719.59,61792.81,68232.164,41513.766,57158.965,40510.664,50070.17,25164.203,23862.643,24103.428,10172.956,24649.646,48768.426,68712.93,69670.65,72095.16,32407.137,70098.91,20302.92,19494.707,17538.736,29945.312,
2632,219.1491833813416,2.9536774,,,,,,,,,,,0,0,0,0,0,0,0,0,39570.7,41465.7,41358.2,41174.3,42295.477,39541.93,43087.414,42791.812,22884.492,39512.562,38381.992,43200.555,44530.02,43193.867,43021.86,17421.082,44773.31,45790.004,37567.508,44097.848,42591.348,42744.42,42182.484,45896.75,51800.54,44522.09,46581.82,42032.508,36678.066,36942.695,43727.8,44411.477,47013.066,43987.195,43133.594,37023.21,44137.85,39298.562,44122.24,37912.934,42131.06,42982.242,46485.168,40866.195,39122.914,45487.945,44257.906,49451.652,40855.254,40824.758,44404.01,38096.35,40282.938,42898.035,48113.91,42173.395,45555.227,40164.613,43309.605,42090.844,41178.39,39728.742,44208.145,52317.12,42876.953,46173.973,42359.855,47494.215,44057.004,47955.066,48631.824,51161.324,46187.047,69610.39,
2633,247.14395591803878,2.9537234,,,,,,,,,,,0,0,0,0,0,0,0,0,2411031.5,2500168.0,2443137.8,2457025.8,2505938.8,2440663.8,2478807.0,2520049.2,1458941.9,2463629.8,2546072.0,2550274.0,2758822.2,2525691.5,2624487.2,1103258.2,2696067.5,2709699.8,2415447.8,2647300.8,2554158.2,2555762.0,2559683.2,2737718.0,3053581.0,2667301.0,2752749.0,2605556.2,2319073.5,2166779.2,2637808.5,2629868.0,2704989.2,2678916.0,2579530.8,2313369.5,2713517.0,2488333.8,2620374.5,2559679.5,2521215.8,2549700.5,2741549.2,2459342.5,2347001.8,2698035.2,2619133.8,3031193.5,2457266.2,2452920.0,2678859.8,2459288.5,2441865.8,2609780.2,2703627.2,2588855.0,2722131.0,2421696.5,2578406.2,2703600.5,2663821.0,2482602.8,2603318.8,3021766.8,2547682.0,2742676.8,2616550.2,2792816.5,2701227.8,2794752.2,2821425.2,2953758.5,2718066.0,4205924.5,
2634,315.14357997311276,2.9537933,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18167.002,0,0,0,0,0,0,0,0,0,24556.293,21954.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2635,473.27598188742354,2.9555275,,,,,,,,,,,0,0,0,0,0,0,0,0,25893.56,35066.508,16489.766,12310.525,19281.422,25317.553,26754.258,13821.483,132480.23,36316.855,41776.164,24946.775,34282.36,20614.213,24045.742,96119.43,74644.84,83815.3,28479.68,56475.81,20003.49,22276.184,17042.1,38351.676,25168.822,23359.787,39868.55,17499.607,31158.271,32165.906,92798.38,18636.45,51298.027,49683.54,51774.3,38444.242,54045.598,24780.975,17025.28,99333.77,21324.598,18612.574,89324.3,21153.455,45348.367,21381.166,14305.428,159002.86,45326.21,28096.877,4096.6245,15462.939,33445.58,21557.021,5751.3804,41027.633,11495.066,49710.9,53445.324,29880.018,33830.395,22007.746,16384.93,25738.945,2001.5647,3004.3616,3059.8345,1071.9756,30717.396,4387.6987,35281.742,22176.69,25528.98,40412.055,
2637,269.1255477771187,2.9546714,,,,,,,,,,,0,0,0,0,0,0,0,0,10610.071,13174.758,12392.916,12273.327,13673.808,13815.307,12561.554,11299.84,9401.926,14710.223,16581.234,15449.567,16632.709,14854.843,16005.091,6332.0425,18595.303,16895.352,1590.3467,16977.715,15368.372,14641.703,14333.193,17469.146,15826.48,16361.57,16209.544,15866.8,3013.379,2029.2473,18337.49,13514.757,17077.863,20061.354,15499.441,15869.528,18188.887,13683.358,14143.465,15962.415,12761.38,15076.779,17454.908,13309.629,20190.043,16782.723,15272.838,18556.385,18148.22,20240.092,24176.875,19636.445,19324.86,20783.207,27594.65,18841.16,24871.867,16648.066,18792.08,17142.648,18055.285,18020.396,13864.505,15044.967,19640.793,23751.762,25529.852,24147.613,21402.014,24091.066,19152.906,18086.664,16745.09,24677.75,
2638,184.07560819908838,2.9539065,,,,,,,,,,,0,0,0,0,0,0,0,0,13066.959,12750.652,13396.647,12829.392,12657.879,12210.556,11700.826,13394.914,8692.15,12738.783,14465.231,13841.464,16261.137,13595.137,13985.917,6322.483,15919.841,15513.23,12147.837,13662.602,14589.296,15184.698,16166.106,15152.348,17086.904,13699.889,17094.193,16804.695,12205.173,10168.004,14936.571,16839.482,16509.951,17691.78,16108.305,11570.515,16273.619,15888.939,16440.88,14160.303,14830.039,15795.028,16291.576,13952.702,12652.292,15781.155,16875.71,20118.764,11904.847,12567.304,13773.101,11994.364,11589.625,13320.502,14036.971,12913.975,11956.395,12921.125,13383.069,12569.317,13964.481,13866.342,16856.338,18573.273,12394.824,13986.098,13129.244,15697.633,13434.982,12937.531,15070.763,14912.211,16971.55,23474.402,
2639,239.1388933495636,2.9542453,,,,,,,,,,,0,0,0,0,0,0,0,0,17786.967,19137.115,17189.266,18403.379,17929.53,19259.447,18565.521,19478.156,8232.418,17446.76,17913.008,19754.72,21474.303,19611.18,17915.463,4231.5166,19265.547,18646.654,16185.838,18800.71,18779.053,16348.135,20007.723,20577.47,37675.15,20279.291,21875.057,16480.662,18208.375,17103.348,19341.602,19596.01,18013.893,16812.27,16323.806,7836.6694,17588.275,17982.787,18701.186,16655.273,16215.747,17027.57,19377.936,17010.33,14319.959,18623.172,18924.047,21764.754,15305.324,7609.875,11216.365,9574.549,9891.928,10176.824,12186.121,9665.519,7712.2373,9334.636,8675.013,9206.607,7904.5894,9427.836,18606.688,21222.31,9236.393,12994.19,12979.483,10332.567,8992.93,12400.265,6795.735,9195.295,9053.845,14284.086,
2640,349.12240742975723,2.9532676,,,,,,,,,,,0,0,0,0,0,0,0,0,11259.881,10514.056,10286.773,11543.406,11030.483,9865.229,11672.65,11041.6,5063.5728,11627.019,11014.807,11227.569,11280.018,11078.873,13007.627,3303.149,10370.669,9689.49,5078.8984,10152.646,9899.99,11026.785,11011.873,11892.702,13571.165,12908.526,13666.151,11481.473,9831.6875,9031.33,10527.063,10812.976,12675.661,10750.144,11227.202,8665.877,11813.2,10198.464,11633.944,10875.497,9572.821,11475.02,13276.116,11245.08,10031.472,11762.961,12029.291,13811.31,9544.702,10426.058,9095.88,8068.7446,7518.824,7471.331,9309.882,10771.459,10004.805,8839.827,9859.874,9649.376,6100.385,8077.1475,9839.81,14127.457,5771.7993,17281.406,8732.744,11083.452,8337.033,13113.855,4712.4595,5908.7656,3892.013,9873.072,
2645,327.1483284105565,2.9044356,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,400909.53,194579.16,282396.84,0,0,214056.89,0,0,0,0,0,274883.16,289315.75,0,0,0,0,0,243740.2,141129.28,168583.27,0,154117.72,0,0,274678.88,0,0,0,0,0,0,0,79728.29,0,157763.56,0,0,209452.89,168689.73,0,112295.13,0,0,683538.4,0,0,0,0,0,0,0,0,77404.76,0,361144.5,0,38388.246,40053.06,48528.23,767381.8,850425.3,0,0,0,0,0,0,0,33597.438,30650.29,41940.19,
2646,381.15929073216535,2.9514694,,,,,,,,,,,0,0,0,0,0,0,0,0,20179.63,23102.105,23367.031,23621.105,21269.09,20326.234,19418.803,24835.955,11797.856,22292.627,22802.299,23020.139,22730.832,24618.307,24690.254,8456.478,23830.898,24565.812,20382.373,23294.236,24981.057,24871.525,21592.213,23765.23,30259.734,26222.52,24508.562,25072.473,23002.568,21417.434,25689.621,25018.754,23577.928,24101.596,21208.037,20427.684,22860.088,24063.705,24848.605,21236.135,24592.479,24503.568,24742.723,24446.117,20453.47,26351.936,21073.459,26213.258,21472.654,17743.102,18413.885,17584.742,18257.27,20214.65,20434.562,19221.695,16510.068,19049.428,20339.88,20887.03,21542.992,18518.115,22606.973,30044.332,15679.342,18329.9,17335.227,17794.838,20521.127,15081.764,19044.516,21125.299,19977.69,32541.41,
2647,249.15003759884854,2.9531682,,,,,,,,,,,0,0,0,0,0,0,0,0,31161.75,33853.656,31618.111,33373.94,33125.074,32994.668,30386.602,33798.934,18979.604,33834.45,33998.92,33760.53,36983.844,33900.742,35091.227,14641.043,37127.434,37829.17,33947.355,36584.285,35807.92,33701.637,33396.17,35169.152,38981.75,36298.16,36055.895,35339.938,31906.459,30580.39,36571.88,35335.234,35933.348,36920.78,34131.633,32164.256,36368.56,32628.178,36436.56,34287.57,34283.16,34793.676,36645.613,32682.832,31025.594,35229.547,35467.387,41534.4,32902.133,34844.504,35407.53,33133.707,32999.01,35066.75,36015.637,35340.62,36162.168,31691.316,35410.836,35634.656,34852.31,33093.5,34940.24,40233.64,35510.43,38110.32,33446.383,38709.418,36482.668,38171.82,39769.574,40169.61,36821.844,54899.215,
2649,162.0913285332332,2.9577699,,,,,,,,,,,0,0,0,0,0,0,0,0,139602.9,168150.1,155376.23,143328.66,177878.34,149322.14,148146.53,165246.72,111858.13,156038.06,176721.28,175909.69,214980.27,189427.12,178172.88,76103.19,190890.73,193981.27,137064.88,193529.12,196339.48,254834.4,226584.64,187599.95,254703.58,189741.83,196732.0,219039.8,138929.06,135309.31,195377.27,218768.77,221052.44,213168.22,205552.06,354717.12,199008.4,240247.97,263942.44,193596.27,293340.34,290229.4,197422.34,257856.47,179192.19,289405.28,304605.62,233073.3,178889.28,38687.41,49229.14,191132.83,202784.88,196978.56,67728.62,419514.28,14490.595,410497.22,368660.78,452138.62,429946.9,385083.0,321777.88,386975.2,0,0,69987.836,0,385280.16,0,408845.28,496417.25,409102.94,680172.44,
2652,200.14332748628124,2.9602692,,,,,,,,,,,27714.484,16940.219,16920.44,18863.17,23122.715,29894.178,0,0,67644.234,53389.44,69309.125,73934.15,79008.21,58063.832,56252.516,78236.98,49034.45,52882.05,69241.195,70777.414,59639.57,67663.484,80074.86,47959.418,68093.92,85552.805,135194.12,61937.03,77646.58,54421.246,68125.26,71023.695,68160.055,55045.84,65864.484,64266.63,125032.06,136103.22,77085.47,53969.3,68933.83,62305.895,57815.137,58541.574,69945.75,64149.504,76055.13,63092.63,69921.73,66571.67,74469.0,70334.02,51336.562,82476.9,62621.17,59779.848,59018.027,39647.027,49023.395,44743.324,42134.07,40148.13,57105.28,52667.3,43936.332,50783.293,65406.055,53482.15,56427.375,62583.176,63231.914,64669.79,42388.875,51938.97,43122.918,61386.66,70089.32,58813.574,75477.94,61444.926,67989.93,80193.4,
2653,309.15929574251305,2.9621427,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881.421,5055.926,1444.3182,2848.9473,9759.112,0,5182.419,0,0,0,0,0,0,0,22420.246,48532.613,8426.709,65013.59,0,68325.2,0,0,0,0,
2654,454.30114011112215,2.9604197,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132469.3,0,0,0,0,0,0,0,0,0,144873.06,81066.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2656,408.29500292670394,2.9620342,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13472.196,0,0,0,0,0,0,0,0,0,14738.864,12083.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2658,180.10199629795417,2.961771,,,,,,,,,,,0,0,0,0,0,0,0,0,1290.9836,4645.5137,4249.9473,3689.4287,4044.9895,3868.5166,3997.3833,3987.3362,633.648,4205.3975,3641.814,4460.272,3624.4775,4032.0908,3656.8264,0,4040.025,3505.6902,4681.103,4488.1367,878.9175,3689.1375,4541.92,4540.7383,5789.4263,2946.9583,3454.922,4109.536,2774.1802,3698.3906,4509.0566,3817.7485,3229.5278,4274.1494,3135.2676,5143.67,4607.6353,3533.005,3535.045,4792.6836,3857.4365,3848.482,5054.242,3000.7666,2229.1116,4285.396,3259.7808,5889.3833,2923.7087,3110.8445,3918.4028,3278.863,2946.7637,3824.545,4069.394,4572.199,5941.591,4703.7363,5550.279,6008.2324,5208.293,4692.322,3642.9163,4754.981,4304.8457,5206.9785,3483.7808,3649.7153,5661.372,4617.96,6113.4756,8639.075,6880.854,20417.246,
2660,270.0580890777579,2.966989,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10794.239,14390.812,2579.0386,1863.1815,2521.3286,11825.144,0,20801.379,0,0,0,0,0,0,0,21506.297,17517.893,11135.389,19527.79,0,20618.701,0,1539.0277,0,928.8711,
2662,275.1178156934398,2.9656427,,,,,,,,,,,0,0,0,0,0,0,0,0,24566.596,24996.082,38928.54,40885.66,39452.508,21539.055,25261.348,41083.61,12136.003,24272.707,21786.8,26662.531,24123.32,39068.023,39445.35,9259.062,21165.795,22115.248,36667.1,23222.97,38036.29,34688.32,35815.137,22365.98,45326.414,36067.977,22447.965,35772.207,42936.37,35867.41,22903.85,35016.734,23549.111,22429.37,22915.8,12444.92,20994.922,37765.215,30857.701,18865.666,31290.566,35284.63,20899.453,32170.879,18444.688,31631.941,34046.52,23009.855,19102.04,17565.5,21881.523,16896.973,22085.64,20634.264,23084.508,13667.002,22309.086,16364.088,13098.731,18561.74,14691.5205,16228.646,34505.305,35563.24,19887.867,22155.746,22217.893,24166.361,18869.89,23752.682,26628.03,23852.365,22582.332,38572.754,
